Artifact,CVE_ID,Severity,Start Version,End Version,Start,End,Duration
org.apache.dubbo:dubbo,CVE-2020-1948,CRITICAL,2.7.0,2.7.6,2019-01-21 02:25:00,2020-03-23 23:37:14,"427 days, 21:12:14"
org.apache.dubbo:dubbo,CVE-2023-29234,HIGH,3.1.0,3.2.4,2022-08-17 07:20:55,2023-06-30 07:27:41,"317 days, 0:06:46"
org.apache.dubbo:dubbo,CVE-2023-46279,CRITICAL,3.1.5,3.1.5,2023-01-16 22:29:10,2023-01-16 22:29:10,0:00:00
org.apache.directory.api:api-ldap-model,CVE-2015-3250,HIGH,1.0.0-M14,1.0.0-M30,2012-12-21 07:07:27,2015-04-28 05:14:07,"857 days, 22:06:40"
org.apache.druid:druid-core,CVE-2021-36749,MODERATE,0.14.0-incubating,0.21.1,2019-04-02 15:40:31,2021-06-02 16:43:19,"792 days, 1:02:48"
org.apache.druid:druid-core,CVE-2021-26920,MODERATE,0.14.0-incubating,0.20.2,2019-04-02 15:40:31,2021-03-24 19:11:30,"722 days, 3:30:59"
org.apache.cxf:cxf-rt-rs-service-description,CVE-2024-29736,MODERATE,3.0.0-milestone1,3.5.8,2013-11-20 12:30:21,2024-03-07 11:38:59,"3759 days, 23:08:38"
org.apache.iotdb:iotdb-grafana-connector,CVE-2023-24831,CRITICAL,0.13.0,0.13.3,2022-03-17 02:51:24,2022-10-17 02:30:57,"213 days, 23:39:33"
org.apache.iotdb:iotdb-grafana-connector,CVE-2022-38370,HIGH,0.13.0,0.13.0,2022-03-17 02:51:24,2022-03-17 02:51:24,0:00:00
org.apache.jmeter:ApacheJMeter,CVE-2019-0187,CRITICAL,2.6,5.0,2012-01-29 07:58:14,2018-09-14 09:09:46,"2420 days, 1:11:32"
org.apache.jmeter:ApacheJMeter,CVE-2018-1297,CRITICAL,2.6,3.3,2012-01-29 07:58:14,2017-09-17 11:40:46,"2058 days, 3:42:32"
org.apache.jmeter:ApacheJMeter,CVE-2018-1287,CRITICAL,2.6,3.3,2012-01-29 07:58:14,2017-09-17 11:40:46,"2058 days, 3:42:32"
org.apache.hadoop:hadoop-common,CVE-2015-1776,MODERATE,2.6.0,2.6.4,2014-11-13 14:37:35,2016-02-02 20:50:05,"446 days, 6:12:30"
org.apache.hadoop:hadoop-common,CVE-2022-25168,CRITICAL,2.0.1-alpha,3.2.3,2012-07-18 10:15:57,2022-03-19 21:51:34,"3531 days, 11:35:37"
org.apache.hadoop:hadoop-common,CVE-2022-26612,CRITICAL,0.22.0,2.10.2,2011-12-09 18:33:34,2022-05-24 17:13:18,"3818 days, 22:39:44"
org.apache.hadoop:hadoop-common,CVE-2017-7669,HIGH,0.22.0,2.7.7,2011-12-09 18:33:34,2018-07-19 13:46:41,"2413 days, 19:13:07"
org.apache.hadoop:hadoop-common,CVE-2016-5393,HIGH,2.6.0,2.6.4,2014-11-13 14:37:35,2016-02-02 20:50:05,"446 days, 6:12:30"
org.apache.hadoop:hadoop-common,CVE-2016-5001,MODERATE,0.22.0,2.6.3,2011-12-09 18:33:34,2015-12-11 14:41:42,"1462 days, 20:08:08"
org.apache.hadoop:hadoop-common,BIT-solr-2020-9492,HIGH,2.0.1-alpha,2.10.0,2012-07-18 10:15:57,2019-10-22 14:05:35,"2652 days, 3:49:38"
org.apache.hadoop:hadoop-common,CVE-2016-6811,HIGH,2.0.0-alpha,2.6.5,2012-05-15 18:30:30,2016-10-02 16:08:51,"1600 days, 21:38:21"
org.apache.hadoop:hadoop-common,CVE-2024-23454,LOW,0.22.0,3.3.6,2011-12-09 18:33:34,2023-06-18 01:23:01,"4208 days, 6:49:27"
org.apache.hadoop:hadoop-common,CVE-2021-37404,CRITICAL,0.22.0,3.3.1,2011-12-09 18:33:34,2021-06-01 01:56:48,"3461 days, 7:23:14"
org.apache.hadoop:hadoop-common,CVE-2014-0229,MODERATE,0.23.1,2.4.0,2012-02-17 22:52:10,2014-03-31 01:33:05,"772 days, 2:40:55"
org.apache.hadoop:hadoop-common,CVE-2013-2192,LOW,0.23.1,2.0.5-alpha,2012-02-17 22:52:10,2013-06-01 13:36:44,"469 days, 14:44:34"
org.apache.iotdb:iotdb-parent,CVE-2023-51656,HIGH,0.13.0,1.2.1,2022-03-17 01:51:08,2023-09-15 02:26:59,"547 days, 0:35:51"
org.apache.iotdb:iotdb-parent,CVE-2020-1952,HIGH,0.8.0,0.9.1,2019-08-06 07:32:47,2019-12-30 15:52:31,"146 days, 8:19:44"
org.apache.iotdb:iotdb-parent,UNKNOWN,HIGH,0.13.0,0.13.2,2022-03-17 01:51:08,2022-09-01 03:42:23,"168 days, 1:51:15"
org.apache.jena:jena-fuseki,CVE-2021-33192,MODERATE,2.0.0,4.0.0,2015-03-08 01:57:26,2021-03-27 03:39:37,"2211 days, 1:42:11"
org.apache.kafka:kafka-metadata,BIT-kafka-2024-27309,MODERATE,3.5.0,3.6.1,2023-06-05 02:37:54,2023-11-24 02:30:04,"171 days, 23:52:10"
org.apache.flex.blazeds:flex-messaging-core,CVE-2017-5641,CRITICAL,4.7.0,4.7.2,2015-03-01 12:44:03,2015-11-05 13:03:46,"249 days, 0:19:43"
org.apache.inlong:inlong,CVE-2023-24977,HIGH,1.1.0-incubating,1.5.0,2022-04-16 10:17:59,2023-01-10 05:05:19,"268 days, 18:47:20"
org.apache.inlong:inlong,CVE-2023-24997,CRITICAL,1.1.0-incubating,1.5.0,2022-04-16 10:17:59,2023-01-10 05:05:19,"268 days, 18:47:20"
org.apache.inlong:inlong,CVE-2023-43667,HIGH,1.4.0,1.7.0,2022-11-11 09:45:37,2023-05-16 05:54:30,"185 days, 20:08:53"
org.apache.inlong:inlong,CVE-2023-43666,MODERATE,1.4.0,1.7.0,2022-11-11 09:45:37,2023-05-16 05:54:30,"185 days, 20:08:53"
org.apache.james.hupa:hupa-parent,CVE-2012-3536,MODERATE,0.0.2,0.0.2,2012-05-30 05:12:20,2012-05-30 05:12:20,0:00:00
org.apache.dolphinscheduler:dolphinscheduler,CVE-2023-49109,CRITICAL,3.0.0,3.1.9,2022-08-05 03:20:00,2023-12-20 21:03:11,"502 days, 17:43:11"
org.apache.dolphinscheduler:dolphinscheduler,CVE-2023-49250,HIGH,1.2.0,3.1.9,2019-12-25 03:22:00,2023-12-20 21:03:11,"1456 days, 17:41:11"
org.apache.dolphinscheduler:dolphinscheduler,CVE-2023-51770,HIGH,1.2.0,3.1.9,2019-12-25 03:22:00,2023-12-20 21:03:11,"1456 days, 17:41:11"
org.apache.dolphinscheduler:dolphinscheduler,CVE-2024-30188,HIGH,3.1.0,3.2.1,2022-09-26 07:14:36,2024-02-06 19:16:20,"498 days, 12:01:44"
org.apache.dolphinscheduler:dolphinscheduler,CVE-2024-29831,HIGH,1.2.0,3.2.1,2019-12-25 03:22:00,2024-02-06 19:16:20,"1504 days, 15:54:20"
org.apache.dolphinscheduler:dolphinscheduler,CVE-2022-45875,CRITICAL,1.2.0,2.0.9,2019-12-25 03:22:00,2023-05-30 05:53:08,"1252 days, 2:31:08"
org.apache.dolphinscheduler:dolphinscheduler,CVE-2023-50270,MODERATE,1.3.8,3.1.9,2021-08-31 00:38:15,2023-12-20 21:03:11,"841 days, 20:24:56"
org.apache.dolphinscheduler:dolphinscheduler,CVE-2022-34662,MODERATE,1.2.0,2.0.8,2019-12-25 03:22:00,2023-02-04 23:48:27,"1137 days, 20:26:27"
org.apache.dolphinscheduler:dolphinscheduler,CVE-2022-25598,HIGH,1.2.0,2.0.4,2019-12-25 03:22:00,2022-02-25 08:16:56,"793 days, 4:54:56"
org.apache.dolphinscheduler:dolphinscheduler,CVE-2022-26884,MODERATE,1.2.0,2.0.5,2019-12-25 03:22:00,2022-03-02 04:33:18,"798 days, 1:11:18"
org.apache.dolphinscheduler:dolphinscheduler,CVE-2023-48796,HIGH,3.0.0,3.0.1,2022-08-05 03:20:00,2022-09-22 01:16:03,"47 days, 21:56:03"
org.apache.dolphinscheduler:dolphinscheduler,CVE-2020-11974,CRITICAL,1.2.0,1.2.1,2019-12-25 03:22:00,2020-02-07 01:18:18,"43 days, 21:56:18"
org.apache.jackrabbit:jackrabbit-standalone-components,CVE-2023-37895,CRITICAL,2.19.2,2.21.17,2019-04-05 15:48:19,2023-07-13 11:17:22,"1559 days, 19:29:03"
org.apache.johnzon:johnzon-mapper,CVE-2023-33008,MODERATE,0.1-incubating,1.2.20,2014-09-23 09:38:32,2023-03-13 11:29:51,"3093 days, 1:51:19"
org.apache.directory.api:apache-ldap-api,CVE-2018-1337,CRITICAL,1.0.0-M14,1.0.1,2012-12-21 07:21:29,2018-04-30 15:20:25,"1956 days, 7:58:56"
org.apache.hop:hop,CVE-2024-24683,MODERATE,2.2.0,2.7.0,2022-12-02 06:17:14,2023-12-01 02:40:49,"363 days, 20:23:35"
org.apache.jena:jena,CVE-2023-32200,HIGH,3.7.0,4.8.0,2018-04-05 04:05:15,2023-04-20 01:38:57,"1840 days, 21:33:42"
org.apache.jena:jena,CVE-2023-22665,MODERATE,2.7.1,4.7.0,2012-06-13 07:07:54,2022-12-27 07:26:12,"3849 days, 0:18:18"
org.apache.jena:jena,CVE-2022-28890,CRITICAL,4.4.0,4.4.0,2022-01-30 07:09:52,2022-01-30 07:09:52,0:00:00
org.apache.camel:camel-robotframework,CVE-2020-11994,HIGH,3.0.0-RC2,3.3.0,2019-10-01 15:45:15,2020-05-10 15:36:54,"221 days, 23:51:39"
org.apache.drill:drill-common,CVE-2017-12630,MODERATE,1.1.0,1.11.0,2015-07-01 11:28:44,2017-07-24 07:30:39,"753 days, 20:01:55"
org.apache.druid.extensions:druid-pac4j,CVE-2024-45384,LOW,0.18.0,30.0.0,2020-04-16 14:59:07,2024-06-07 22:37:48,"1513 days, 7:38:41"
org.apache.hama:hama-core,CVE-2022-45470,HIGH,0.3.0-incubating,0.7.1,2011-07-26 18:58:04,2016-03-14 02:39:40,"1692 days, 7:41:36"
org.apache.flume.flume-ng-sources:flume-jms-source,CVE-2022-25167,HIGH,1.4.0,1.9.0,2013-06-24 18:23:55,2018-12-17 11:50:05,"2001 days, 17:26:10"
org.apache.flume.flume-ng-sources:flume-jms-source,CVE-2022-34916,CRITICAL,1.4.0,1.10.0,2013-06-24 18:23:55,2022-06-03 16:55:41,"3265 days, 22:31:46"
org.apache.flume.flume-ng-sources:flume-jms-source,CVE-2022-42468,CRITICAL,1.4.0,1.10.1,2013-06-24 18:23:55,2022-08-13 11:21:39,"3336 days, 16:57:44"
org.apache.cxf:cxf-rt-rs-security-sso-saml,CVE-2015-5253,MODERATE,2.6.1,2.6.17,2012-05-30 09:18:11,2017-07-31 03:51:00,"1887 days, 18:32:49"
org.apache.cxf:cxf-rt-rs-security-jose,CVE-2024-32007,MODERATE,3.0.2,3.5.8,2014-10-08 07:38:04,2024-03-07 11:46:40,"3438 days, 4:08:36"
org.apache.ranger:ranger-hive-plugin,CVE-2021-40331,HIGH,2.0.0,2.3.0,2019-10-07 14:42:12,2022-07-06 01:31:14,"1002 days, 10:49:02"
org.apache.sshd:sshd-mina,CVE-2021-30129,HIGH,2.0.0,2.6.0,2018-05-28 07:13:51,2020-12-07 11:19:02,"924 days, 4:05:11"
org.apache.storm:storm-kafka,CVE-2018-11779,CRITICAL,1.1.0,1.1.3,2017-03-21 10:09:47,2018-05-18 11:45:32,"423 days, 1:35:45"
org.apache.nifi:nifi-framework-cluster,CVE-2018-17194,HIGH,1.0.0,1.7.1,2016-08-26 09:07:31,2018-07-12 12:00:07,"685 days, 2:52:36"
org.apache.nifi.registry:nifi-registry-web-api,CVE-2020-9482,MODERATE,0.1.0,0.5.0,2017-12-28 07:06:58,2019-08-21 09:07:03,"601 days, 2:00:05"
org.apache.qpid:proton-j,CVE-2018-17187,HIGH,0.4,0.29.0,2013-02-21 13:31:23,2018-08-10 12:18:41,"1995 days, 22:47:18"
org.apache.qpid:proton-j,CVE-2019-0223,HIGH,0.9,0.27.0,2015-03-27 07:13:36,2018-04-18 12:25:32,"1118 days, 5:11:56"
org.apache.qpid:proton-j,CVE-2016-2166,MODERATE,0.4,0.12.0,2013-02-21 13:31:23,2016-02-10 06:24:09,"1083 days, 16:52:46"
org.apache.myfaces.core:myfaces-impl,CVE-2011-4367,MODERATE,2.0.0,2.1.5,2010-04-21 12:54:41,2011-11-30 15:15:35,"588 days, 2:20:54"
org.apache.myfaces.core:myfaces-impl,CVE-2010-2057,MODERATE,1.1.2,2.0.0,2006-06-20 19:29:01,2010-04-21 12:54:41,"1400 days, 17:25:40"
org.apache.olingo:odata-client-proxy,CVE-2019-17556,CRITICAL,4.0.0,4.6.0,2015-09-21 03:23:12,2019-05-04 22:56:19,"1321 days, 19:33:07"
org.apache.shindig:shindig-php,CVE-2013-4295,MODERATE,2.5.0-beta1,2.5.0,2012-03-26 09:07:15,2013-07-26 17:12:33,"487 days, 8:05:18"
org.apache.nifi:nifi-hikari-dbcp-service,CVE-2023-36542,HIGH,1.16.0,1.22.0,2022-03-21 13:11:46,2023-06-06 13:42:58,"442 days, 0:31:12"
org.apache.nifi:nifi-hikari-dbcp-service,CVE-2023-34468,HIGH,1.16.0,1.21.0,2022-03-21 13:11:46,2023-04-03 16:18:07,"378 days, 3:06:21"
org.apache.maven:maven-compat,CVE-2021-26291,CRITICAL,3.0-alpha-1,3.6.3,2009-01-07 14:46:52,2019-11-19 11:36:11,"3967 days, 20:49:19"
org.apache.nifi:nifi-security-utils,CVE-2020-1942,HIGH,0.0.1-incubating,1.11.4,2015-01-22 23:08:09,2020-03-18 09:00:49,"1881 days, 9:52:40"
org.apache.kylin:kylin-server-base,CVE-2020-13925,CRITICAL,1.5.3,3.0.2,2016-07-24 19:06:32,2020-05-12 06:04:28,"1387 days, 10:57:56"
org.apache.kylin:kylin-server-base,CVE-2020-13926,CRITICAL,1.5.3,3.0.2,2016-07-24 19:06:32,2020-05-12 06:04:28,"1387 days, 10:57:56"
org.apache.kylin:kylin-server-base,CVE-2020-1937,MODERATE,1.5.3,3.0.0,2016-07-24 19:06:32,2019-12-08 21:50:29,"1232 days, 2:43:57"
org.apache.kylin:kylin-server-base,CVE-2022-24697,CRITICAL,1.5.3,4.0.1,2016-07-24 19:06:32,2021-12-29 02:45:43,"1983 days, 7:39:11"
org.apache.kylin:kylin-server-base,CVE-2022-44621,CRITICAL,2.0.0,4.0.2,2017-04-26 16:06:00,2022-08-28 03:41:39,"1949 days, 11:35:39"
org.apache.nifi:nifi-framework-cluster-protocol,CVE-2017-15703,MODERATE,0.0.1-incubating,1.4.0,2015-01-22 22:58:32,2017-09-28 11:23:17,"979 days, 12:24:45"
org.apache.spark:spark-core_2.12,BIT-spark-2023-22946,CRITICAL,2.4.0,3.2.4,2018-10-29 00:55:49,2023-04-09 15:57:00,"1623 days, 15:01:11"
org.apache.sling:org.apache.sling.cms,CVE-2023-22849,MODERATE,0.9.0,1.1.4,2018-07-26 11:21:12,2022-12-15 19:37:55,"1603 days, 8:16:43"
org.apache.sling:org.apache.sling.cms,CVE-2022-43670,MODERATE,0.9.0,1.1.0,2018-07-26 11:21:12,2021-11-06 06:19:00,"1198 days, 18:57:48"
org.apache.sling:org.apache.sling.cms,CVE-2022-46769,MODERATE,0.9.0,1.1.2,2018-07-26 11:21:12,2022-10-25 17:28:12,"1552 days, 6:07:00"
org.apache.sling:org.apache.sling.xss,CVE-2016-6798,CRITICAL,1.0.0,1.0.8,2015-03-16 04:23:56,2016-01-25 05:09:33,"315 days, 0:45:37"
org.apache.sling:org.apache.sling.xss,CVE-2016-5394,MODERATE,1.0.0,1.0.8,2015-03-16 04:23:56,2016-01-25 05:09:33,"315 days, 0:45:37"
org.apache.sling:org.apache.sling.xss,CVE-2017-15717,MODERATE,1.0.4,2.0.0,2015-07-29 08:46:42,2017-05-01 14:10:10,"642 days, 5:23:28"
org.apache.shiro:shiro-spring,CVE-2020-17510,CRITICAL,1.0.0-incubating,1.6.0,2010-05-21 12:50:58,2020-08-11 13:24:11,"3735 days, 0:33:13"
org.apache.shiro:shiro-spring,CVE-2020-17523,CRITICAL,1.0.0-incubating,1.7.0,2010-05-21 12:50:58,2020-10-23 07:05:08,"3807 days, 18:14:10"
org.apache.maven:maven-core,CVE-2021-26291,CRITICAL,2.0,3.6.3,2006-05-07 15:31:29,2019-11-19 11:33:49,"4943 days, 20:02:20"
org.apache.portals.jetspeed-2:jetspeed-commons,CVE-2022-32533,CRITICAL,2.0,2.3.1,2006-07-27 09:50:16,2016-05-04 16:51:50,"3569 days, 7:01:34"
org.apache.nifi:nifi,CVE-2022-29265,HIGH,0.0.1-incubating,1.16.0,2015-01-22 23:03:42,2022-03-21 13:50:29,"2614 days, 14:46:47"
org.apache.nifi:nifi,CVE-2017-12632,HIGH,1.0.0,1.4.0,2016-08-26 09:11:30,2017-09-28 11:22:48,"398 days, 2:11:18"
org.apache.nifi:nifi,CVE-2018-17192,MODERATE,1.0.0,1.7.1,2016-08-26 09:11:30,2018-07-12 12:11:45,"685 days, 3:00:15"
org.apache.nifi:nifi,CVE-2017-7667,HIGH,0.0.1-incubating,0.7.3,2015-01-22 23:03:42,2017-05-14 15:34:17,"842 days, 16:30:35"
org.apache.nifi:nifi,CVE-2021-44145,MODERATE,0.0.1-incubating,1.15.0,2015-01-22 23:03:42,2021-11-03 11:21:58,"2476 days, 12:18:16"
org.apache.nifi:nifi,CVE-2017-15697,CRITICAL,1.0.0,1.4.0,2016-08-26 09:11:30,2017-09-28 11:22:48,"398 days, 2:11:18"
org.apache.nifi:nifi,CVE-2017-12623,MODERATE,1.0.0,1.3.0,2016-08-26 09:11:30,2017-06-05 09:03:30,"282 days, 23:52:00"
org.apache.nifi:nifi,CVE-2018-17193,MODERATE,1.0.0,1.7.1,2016-08-26 09:11:30,2018-07-12 12:11:45,"685 days, 3:00:15"
org.apache.nifi:nifi,CVE-2020-1933,MODERATE,1.0.0,1.10.0,2016-08-26 09:11:30,2019-10-29 09:28:43,"1159 days, 0:17:13"
org.apache.nifi:nifi,CVE-2018-17195,HIGH,1.0.0,1.7.1,2016-08-26 09:11:30,2018-07-12 12:11:45,"685 days, 3:00:15"
org.apache.nifi:nifi,CVE-2017-7665,MODERATE,0.0.1-incubating,0.7.3,2015-01-22 23:03:42,2017-05-14 15:34:17,"842 days, 16:30:35"
org.apache.nifi:nifi,CVE-2020-13940,MODERATE,1.0.0,1.11.4,2016-08-26 09:11:30,2020-03-18 08:59:06,"1299 days, 23:47:36"
org.apache.nifi:nifi,CVE-2017-5636,CRITICAL,0.0.1-incubating,1.1.1,2015-01-22 23:03:42,2016-12-19 13:50:13,"696 days, 14:46:31"
org.apache.nifi:nifi,CVE-2020-9487,HIGH,1.0.0,1.11.4,2016-08-26 09:11:30,2020-03-18 08:59:06,"1299 days, 23:47:36"
org.apache.nifi:nifi,CVE-2016-8748,MODERATE,0.0.1-incubating,0.7.4,2015-01-22 23:03:42,2017-06-05 11:46:30,"864 days, 12:42:48"
org.apache.nifi:nifi,CVE-2018-1310,HIGH,0.0.1-incubating,1.5.0,2015-01-22 23:03:42,2018-01-09 00:28:50,"1082 days, 1:25:08"
org.apache.nifi:nifi,CVE-2017-5635,HIGH,0.0.1-incubating,1.1.1,2015-01-22 23:03:42,2016-12-19 13:50:13,"696 days, 14:46:31"
org.apache.nifi:nifi,CVE-2019-10080,MODERATE,1.3.0,1.9.2,2017-06-05 09:03:30,2019-04-03 13:05:27,"667 days, 4:01:57"
org.apache.nifi:nifi,CVE-2019-10083,MODERATE,1.3.0,1.9.2,2017-06-05 09:03:30,2019-04-03 13:05:27,"667 days, 4:01:57"
org.apache.nifi:nifi,CVE-2023-22832,HIGH,1.2.0,1.19.1,2017-05-05 18:19:11,2022-12-05 10:30:18,"2039 days, 16:11:07"
org.apache.nifi:nifi,CVE-2020-9491,HIGH,1.2.0,1.11.4,2017-05-05 18:19:11,2020-03-18 08:59:06,"1047 days, 14:39:55"
org.apache.nifi:nifi,CVE-2022-33140,HIGH,1.10.0,1.16.2,2019-10-29 09:28:43,2022-05-22 19:47:18,"936 days, 10:18:35"
org.apache.orc:orc,CVE-2018-8015,HIGH,1.1.0,1.4.3,2016-06-07 10:15:50,2018-02-09 09:02:50,"611 days, 22:47:00"
org.apache.rocketmq:rocketmq-all,CVE-2024-23321,MODERATE,4.5.2,4.9.8,2019-08-01 17:26:50,2024-02-12 02:59:14,"1655 days, 9:32:24"
org.apache.portals.jetspeed-2:jetspeed,CVE-2016-0709,HIGH,2.0,2.3.0,2006-07-27 09:50:17,2015-07-24 11:31:58,"3284 days, 1:41:41"
org.apache.portals.jetspeed-2:jetspeed,CVE-2016-0712,MODERATE,2.0,2.3.0,2006-07-27 09:50:17,2015-07-24 11:31:58,"3284 days, 1:41:41"
org.apache.lucene:lucene-replicator,CVE-2024-45772,MODERATE,4.4.0,9.11.1,2013-07-22 07:47:38,2024-06-27 05:26:58,"3992 days, 21:39:20"
org.apache.nifi:nifi-security,CVE-2019-10080,MODERATE,1.3.0,1.9.2,2017-06-05 08:50:29,2019-04-03 13:01:58,"667 days, 4:11:29"
org.apache.nifi:nifi-dbcp-service-bundle,CVE-2023-40037,MODERATE,1.21.0,1.23.0,2023-04-03 16:26:30,2023-07-25 13:17:38,"112 days, 20:51:08"
org.apache.pulsar:pulsar-broker,CVE-2024-28098,MODERATE,2.7.1,3.2.0,2021-03-06 02:28:56,2024-01-27 05:45:11,"1057 days, 3:16:15"
org.apache.pulsar:pulsar-broker,CVE-2024-29834,MODERATE,2.7.1,3.0.3,2021-03-06 02:28:56,2024-03-08 11:46:25,"1098 days, 9:17:29"
org.apache.pulsar:pulsar-broker,CVE-2022-33683,MODERATE,1.19.0-incubating,2.10.0,2017-07-31 13:49:11,2022-03-25 18:01:51,"1698 days, 4:12:40"
org.apache.pulsar:pulsar-broker,CVE-2022-33682,MODERATE,1.19.0-incubating,2.10.0,2017-07-31 13:49:11,2022-03-25 18:01:51,"1698 days, 4:12:40"
org.apache.pulsar:pulsar-broker,CVE-2023-30428,HIGH,2.9.0,2.9.5,2021-11-17 04:00:52,2023-04-06 05:27:02,"505 days, 1:26:10"
org.apache.pulsar:pulsar-broker,CVE-2023-31007,MODERATE,2.9.0,2.9.5,2021-11-17 04:00:52,2023-04-06 05:27:02,"505 days, 1:26:10"
org.apache.kylin:kylin-core-common,CVE-2020-1956,HIGH,1.5.0,2.6.5,2016-03-11 21:31:44,2020-02-13 04:57:26,"1433 days, 7:25:42"
org.apache.kylin:kylin-core-common,CVE-2022-24697,CRITICAL,1.5.0,4.0.1,2016-03-11 21:31:44,2021-12-29 02:38:31,"2118 days, 5:06:47"
org.apache.kylin:kylin-core-common,CVE-2023-29055,HIGH,2.0.0,4.0.3,2017-04-26 15:58:58,2022-12-16 00:40:48,"2059 days, 8:41:50"
org.apache.nifi:nifi-web-ui,CVE-2024-37389,MODERATE,1.10.0,2.0.0-M3,2019-10-29 09:14:43,2024-05-13 20:04:46,"1658 days, 10:50:03"
org.apache.openjpa:openjpa,CVE-2013-1768,HIGH,1.0.0,2.2.1,2007-08-29 11:12:38,2012-10-10 15:57:13,"1869 days, 4:44:35"
org.apache.karaf.management:org.apache.karaf.management.server,CVE-2021-41766,HIGH,2.2.4,4.2.16,2011-10-13 03:31:09,2022-06-10 01:11:18,"3892 days, 21:40:09"
org.apache.karaf.management:org.apache.karaf.management.server,CVE-2020-11980,MODERATE,2.2.4,4.2.8,2011-10-13 03:31:09,2020-01-19 09:16:48,"3020 days, 5:45:39"
org.apache.santuario:xmlsec,CVE-2023-44483,MODERATE,1.4.0,2.2.5,2007-04-23 03:58:44,2023-08-15 04:11:10,"5958 days, 0:12:26"
org.apache.santuario:xmlsec,CVE-2021-40690,HIGH,1.4.0,2.2.2,2007-04-23 03:58:44,2021-04-30 00:18:10,"5120 days, 20:19:26"
org.apache.santuario:xmlsec,CVE-2013-5823,MODERATE,1.4.0,1.4.7,2007-04-23 03:58:44,2012-05-14 01:47:29,"1847 days, 21:48:45"
org.apache.santuario:xmlsec,CVE-2013-2172,MODERATE,1.4.0,1.5.4,2007-04-23 03:58:44,2013-03-15 03:14:20,"2152 days, 23:15:36"
org.apache.santuario:xmlsec,CVE-2013-4517,MODERATE,1.4.0,1.4.8,2007-04-23 03:58:44,2013-06-17 08:44:59,"2247 days, 4:46:15"
org.apache.santuario:xmlsec,CVE-2019-12400,MODERATE,2.0.3,2.1.3,2015-01-09 06:08:38,2019-03-26 04:19:48,"1536 days, 22:11:10"
org.apache.santuario:xmlsec,CVE-2014-8152,MODERATE,2.0.0,2.0.2,2014-04-28 03:01:10,2014-09-22 02:33:28,"146 days, 23:32:18"
org.apache.santuario:xmlsec,CVE-2009-0217,MODERATE,1.4.0,1.4.2,2007-04-23 03:58:44,2008-09-10 13:45:38,"506 days, 9:46:54"
org.apache.seatunnel:seatunnel-web,CVE-2023-48396,HIGH,1.0.0,1.0.0,2023-10-10 20:53:49,2023-10-10 20:53:49,0:00:00
org.apache.solr:solr-solrj,BIT-solr-2023-50298,MODERATE,6.0.0,9.4.0,2016-04-07 08:23:18,2023-10-14 19:09:43,"2746 days, 10:46:25"
org.apache.olingo:odata-client-core,CVE-2020-1925,HIGH,4.0.0,4.7.0,2015-09-21 03:09:34,2019-12-01 05:24:36,"1532 days, 2:15:02"
org.apache.olingo:odata-client-core,CVE-2019-17555,HIGH,4.0.0,4.6.0,2015-09-21 03:09:34,2019-05-04 22:54:19,"1321 days, 19:44:45"
org.apache.olingo:odata-client-core,CVE-2019-17554,MODERATE,4.0.0,4.6.0,2015-09-21 03:09:34,2019-05-04 22:54:19,"1321 days, 19:44:45"
org.apache.logging.log4j:log4j-core,CVE-2021-44228,CRITICAL,2.0-beta9,2.14.1,2013-09-14 07:20:45,2021-03-06 21:12:31,"2730 days, 13:51:46"
org.apache.logging.log4j:log4j-core,CVE-2021-45105,HIGH,2.0-alpha1,2.12.2,2012-07-29 12:13:04,2021-12-13 21:35:53,"3424 days, 9:22:49"
org.apache.logging.log4j:log4j-core,CVE-2020-9488,LOW,2.0-alpha1,2.3.1,2012-07-29 12:13:04,2021-12-20 20:43:32,"3431 days, 8:30:28"
org.apache.logging.log4j:log4j-core,CVE-2021-44832,MODERATE,2.0-beta7,2.3.1,2013-06-04 09:15:33,2021-12-20 20:43:32,"3121 days, 11:27:59"
org.apache.logging.log4j:log4j-core,CVE-2017-5645,CRITICAL,2.0,2.3.2,2014-07-12 16:33:38,2021-12-28 17:27:55,"2726 days, 0:54:17"
org.apache.logging.log4j:log4j-core,CVE-2021-45046,CRITICAL,2.0-alpha1,2.3.2,2012-07-29 12:13:04,2021-12-28 17:27:55,"3439 days, 5:14:51"
org.apache.logging.log4j:log4j-core,CVE-2023-26464,HIGH,2.0-alpha1,2.0-rc2,2012-07-29 12:13:04,2014-06-21 16:37:16,"692 days, 4:24:12"
org.apache.nifi:nifi-dbcp-base,CVE-2023-40037,MODERATE,1.21.0,1.23.0,2023-04-03 16:52:12,2023-07-25 13:41:49,"112 days, 20:49:37"
org.apache.nifi:nifi-dbcp-base,CVE-2023-34468,HIGH,1.19.0,1.21.0,2022-11-22 19:00:02,2023-04-03 16:52:12,"131 days, 21:52:10"
org.apache.karaf:cave,CVE-2024-34365,CRITICAL,2.3.0,4.1.2,2014-01-11 09:07:35,2019-01-15 09:26:26,"1830 days, 0:18:51"
org.apache.openmeetings:openmeetings-parent,CVE-2023-29246,HIGH,3.1.2,7.0.0,2016-08-14 19:59:53,2023-02-06 22:45:10,"2367 days, 2:45:17"
org.apache.openmeetings:openmeetings-parent,CVE-2023-29032,HIGH,3.1.3,7.0.0,2016-09-23 09:55:23,2023-02-06 22:45:10,"2327 days, 12:49:47"
