Artifact,CVE_ID,Severity,Start Version,End Version,Start,End,Duration,API_ID,API_Aliases,API_Modified,API_Published,API_Severity
org.bouncycastle:bcprov-jdk14,CVE-2016-1000343,HIGH,1.43,1.55,2009-06-10 20:26:38,2016-08-20 23:41:38,"2628 days, 3:15:00",GHSA-rrvx-pwf8-p59p,CVE-2016-1000343,2024-02-17T05:36:49.869403Z,2018-10-17T16:24:22Z,HIGH
org.bouncycastle:bcprov-jdk14,CVE-2016-1000345,MODERATE,1.43,1.55,2009-06-10 20:26:38,2016-08-20 23:41:38,"2628 days, 3:15:00",GHSA-9gp4-qrff-c648,CVE-2016-1000345,2024-02-16T07:56:04.447002Z,2018-10-18T18:04:13Z,MODERATE
org.bouncycastle:bcprov-jdk14,CVE-2015-7940,MODERATE,1.43,1.50,2009-06-10 20:26:38,2013-12-14 15:48:01,"1647 days, 19:21:23",GHSA-4mv7-cq75-3qjm,CVE-2015-7940,2024-02-16T08:16:05.659268Z,2018-10-17T16:27:50Z,MODERATE
org.bouncycastle:bcprov-jdk14,CVE-2020-28052,HIGH,1.65,1.65,2020-04-05 22:14:48,2020-04-05 22:14:48,0:00:00,GHSA-73xv-w5gp-frxh,CVE-2020-28052,2024-03-08T05:18:41.838529Z,2021-04-30T16:14:15Z,HIGH
org.bouncycastle:bcprov-jdk14,CVE-2019-17359,HIGH,1.63,1.63,2019-09-10 19:32:23,2019-09-10 19:32:23,0:00:00,GHSA-2mh8-gx2m-mr75,CVE-2019-17359,2023-11-08T04:01:23.377417Z,2019-10-17T18:15:16Z,HIGH
org.apache.tomcat:jasper,CVE-2016-5018,CRITICAL,6.0.13,6.0.45,2007-05-22 12:44:27,2016-02-01 10:40:34,"3176 days, 21:56:07",GHSA-4v3g-g84w-hv7r,CVE-2016-5018,2024-04-18T17:16:03.869883Z,2022-05-13T01:02:15Z,CRITICAL
org.apereo.cas:cas-server-support-oauth-core-api,CVE-2019-10754,HIGH,6.1.0-RC2,v6.4.0-RC6,2019-03-04 13:07:29,2021-07-16 01:49:42,"864 days, 12:42:13",GHSA-g24w-373r-5pxg,"CVE-2019-10754, SNYK-JAVA-ORGAPEREOCAS-467402, SNYK-JAVA-ORGAPEREOCAS-467404, SNYK-JAVA-ORGAPEREOCAS-467406, SNYK-JAVA-ORGAPEREOCAS-468868, SNYK-JAVA-ORGAPEREOCAS-468869",2023-11-08T04:00:55.078712Z,2022-05-24T16:56:41Z,HIGH
org.apache.tomcat.embed:tomcat-embed-jasper,CVE-2016-5018,CRITICAL,7.0.0,8.5.4,2010-07-12 06:31:31,2016-07-06 02:18:55,"2185 days, 19:47:24",GHSA-4v3g-g84w-hv7r,CVE-2016-5018,2024-04-18T17:16:03.869883Z,2022-05-13T01:02:15Z,CRITICAL
org.bouncycastle:bcprov-ext-jdk15to18,CVE-2023-33201,MODERATE,1.64,1.73,2019-10-11 18:36:01,2023-04-11 20:29:34,"1278 days, 1:53:33",GHSA-hr8g-6v94-x4m9,"CGA-9v29-fwrv-3vmr, CVE-2023-33201",2024-10-22T05:28:49.779895Z,2023-07-05T03:30:23Z,MODERATE
org.apache.struts:struts2-parent,CVE-2016-3090,HIGH,2.0.5,2.3.16.3,2007-02-09 17:51:42,2014-05-02 08:19:34,"2638 days, 14:27:52",GHSA-ggmp-fxfg-277r,CVE-2016-3090,2024-02-17T05:27:57.277066Z,2022-05-14T03:15:07Z,HIGH
org.apache.struts:struts2-parent,CVE-2012-1006,MODERATE,2.0.5,2.2.3,2007-02-09 17:51:42,2011-04-07 23:54:10,"1518 days, 6:02:28",GHSA-cmpm-jg8r-fv37,CVE-2012-1006,2024-02-16T08:04:34.097490Z,2022-05-17T01:49:11Z,MODERATE
org.apache.struts:struts2-parent,CVE-2011-2087,MODERATE,2.0.5,2.2.1.1,2007-02-09 17:51:42,2010-12-13 23:03:25,"1403 days, 5:11:43",GHSA-5pgj-r7c6-7c7w,CVE-2011-2087,2024-02-16T08:22:33.005785Z,2022-05-17T05:41:08Z,MODERATE
org.apache.tomcat:tomcat-catalina-jmx-remote,CVE-2016-8735,CRITICAL,7.0.0,6.0.47,2010-07-12 06:27:56,2016-10-13 03:19:27,"2284 days, 20:51:31",GHSA-cw54-59pw-4g8c,CVE-2016-8735,2024-06-27T21:46:34.037366Z,2022-05-13T01:14:52Z,CRITICAL
org.bouncycastle:bcprov-jdk15,CVE-2023-33202,MODERATE,1.43,1.46,2009-06-10 20:24:39,2011-02-22 20:16:14,"621 days, 23:51:35",GHSA-wjxj-5m7g-mg7q,"CGA-q98p-rjg3-8jq7, CVE-2023-33202",2024-10-22T05:28:59.117892Z,2023-11-23T18:30:33Z,MODERATE
org.bouncycastle:bcprov-jdk15,CVE-2020-26939,MODERATE,1.43,1.46,2009-06-10 20:24:39,2011-02-22 20:16:14,"621 days, 23:51:35",GHSA-72m5-fvvv-55m6,CVE-2020-26939,2024-03-14T22:16:19.509843Z,2021-04-22T16:16:49Z,MODERATE
org.bouncycastle:bcprov-jdk15,CVE-2015-7940,MODERATE,1.43,1.46,2009-06-10 20:24:39,2011-02-22 20:16:14,"621 days, 23:51:35",GHSA-4mv7-cq75-3qjm,CVE-2015-7940,2024-02-16T08:16:05.659268Z,2018-10-17T16:27:50Z,MODERATE
org.bouncycastle:bcprov-jdk15,CVE-2016-1000338,HIGH,1.43,1.46,2009-06-10 20:24:39,2011-02-22 20:16:14,"621 days, 23:51:35",GHSA-4vhj-98r6-424h,CVE-2016-1000338,2024-08-29T21:36:57.201091Z,2018-10-17T16:23:26Z,HIGH
org.bouncycastle:bcprov-jdk15,CVE-2016-1000344,HIGH,1.43,1.46,2009-06-10 20:24:39,2011-02-22 20:16:14,"621 days, 23:51:35",GHSA-2j2x-hx4g-2gf4,CVE-2016-1000344,2024-02-16T08:20:45.756586Z,2018-10-18T17:43:55Z,HIGH
org.bouncycastle:bcprov-jdk15,CVE-2018-1000180,HIGH,1.43,1.46,2009-06-10 20:24:39,2011-02-22 20:16:14,"621 days, 23:51:35",GHSA-xqj7-j8j5-f2xr,CVE-2018-1000180,2024-03-15T05:21:10.248267Z,2018-10-16T17:44:39Z,HIGH
org.bouncycastle:bcprov-jdk15,CVE-2016-1000339,MODERATE,1.43,1.46,2009-06-10 20:24:39,2011-02-22 20:16:14,"621 days, 23:51:35",GHSA-c8xf-m4ff-jcxj,CVE-2016-1000339,2024-02-16T08:22:39.797976Z,2018-10-17T16:23:38Z,MODERATE
org.bouncycastle:bcprov-jdk15,CVE-2020-15522,MODERATE,1.43,1.46,2009-06-10 20:24:39,2011-02-22 20:16:14,"621 days, 23:51:35",GHSA-6xx3-rg99-gc3p,CVE-2020-15522,2024-02-17T05:52:01.093029Z,2021-08-13T15:22:31Z,MODERATE
org.bouncycastle:bcprov-jdk15,CVE-2016-1000346,LOW,1.43,1.46,2009-06-10 20:24:39,2011-02-22 20:16:14,"621 days, 23:51:35",GHSA-fjqm-246c-mwqg,CVE-2016-1000346,2024-02-16T08:05:27.181157Z,2018-10-17T16:27:28Z,LOW
org.bouncycastle:bcprov-jdk15,CVE-2016-1000352,HIGH,1.43,1.46,2009-06-10 20:24:39,2011-02-22 20:16:14,"621 days, 23:51:35",GHSA-w285-wf9q-5w69,CVE-2016-1000352,2024-02-17T05:32:15.805205Z,2018-10-17T16:27:38Z,HIGH
org.bouncycastle:bcprov-jdk15,CVE-2016-1000342,HIGH,1.43,1.46,2009-06-10 20:24:39,2011-02-22 20:16:14,"621 days, 23:51:35",GHSA-qcj7-g2j5-g7r3,CVE-2016-1000342,2024-02-17T05:34:11.860301Z,2018-10-17T16:24:12Z,HIGH
org.bouncycastle:bcprov-jdk15,CVE-2016-1000341,MODERATE,1.43,1.46,2009-06-10 20:24:39,2011-02-22 20:16:14,"621 days, 23:51:35",GHSA-r9ch-m4fh-fc7q,CVE-2016-1000341,2024-02-17T05:34:24.827067Z,2018-10-17T16:24:00Z,MODERATE
org.bouncycastle:bcprov-jdk15,CVE-2016-1000343,HIGH,1.43,1.46,2009-06-10 20:24:39,2011-02-22 20:16:14,"621 days, 23:51:35",GHSA-rrvx-pwf8-p59p,CVE-2016-1000343,2024-02-17T05:36:49.869403Z,2018-10-17T16:24:22Z,HIGH
org.bouncycastle:bcprov-jdk15,CVE-2016-1000345,MODERATE,1.43,1.46,2009-06-10 20:24:39,2011-02-22 20:16:14,"621 days, 23:51:35",GHSA-9gp4-qrff-c648,CVE-2016-1000345,2024-02-16T07:56:04.447002Z,2018-10-18T18:04:13Z,MODERATE
org.bouncycastle:bcprov-ext-jdk15on,CVE-2023-33202,MODERATE,1.47,1.70,2012-03-22 17:19:07,2021-12-06 18:34:30,"3546 days, 1:15:23",GHSA-wjxj-5m7g-mg7q,"CGA-q98p-rjg3-8jq7, CVE-2023-33202",2024-10-22T05:28:59.117892Z,2023-11-23T18:30:33Z,MODERATE
org.bouncycastle:bcprov-ext-jdk15on,CVE-2020-15522,MODERATE,1.47,1.65,2012-03-22 17:19:07,2020-04-05 21:26:30,"2936 days, 4:07:23",GHSA-6xx3-rg99-gc3p,CVE-2020-15522,2024-02-17T05:52:01.093029Z,2021-08-13T15:22:31Z,MODERATE
org.bouncycastle:bcprov-ext-jdk15on,CVE-2023-33201,MODERATE,1.49,1.70,2013-05-31 22:13:59,2021-12-06 18:34:30,"3110 days, 20:20:31",GHSA-hr8g-6v94-x4m9,"CGA-9v29-fwrv-3vmr, CVE-2023-33201",2024-10-22T05:28:49.779895Z,2023-07-05T03:30:23Z,MODERATE
org.bouncycastle:bcprov-ext-jdk15on,CVE-2020-26939,MODERATE,1.47,1.60,2012-03-22 17:19:07,2018-07-05 17:49:39,"2296 days, 0:30:32",GHSA-72m5-fvvv-55m6,CVE-2020-26939,2024-03-14T22:16:19.509843Z,2021-04-22T16:16:49Z,MODERATE
org.bouncycastle:bcprov-ext-jdk15on,CVE-2020-28052,HIGH,1.65,1.66,2020-04-05 21:26:30,2020-07-07 02:01:09,"92 days, 4:34:39",GHSA-73xv-w5gp-frxh,CVE-2020-28052,2024-03-08T05:18:41.838529Z,2021-04-30T16:14:15Z,HIGH
org.apereo.cas:cas-server-core-web,CVE-2021-42567,MODERATE,5.0.0.M1,6.3.7.4,2016-05-20 16:24:48,2021-12-18 08:41:24,"2037 days, 16:16:36",GHSA-gfhx-jjwq-63gv,CVE-2021-42567,2024-02-16T08:23:09.098208Z,2021-12-10T20:24:11Z,MODERATE
org.apache.xmlbeans:xmlbeans,CVE-2021-23926,CRITICAL,2.3.0,2.6.0,2007-07-03 19:16:32,2012-08-14 15:10:25,"1868 days, 19:53:53",GHSA-mw3r-pfmg-xp92,CVE-2021-23926,2024-02-19T05:31:48.906957Z,2021-06-16T17:37:11Z,CRITICAL
org.apache.uima:uimaj-core,CVE-2017-15691,MODERATE,2.3.1,2.10.1,2010-12-06 15:29:21,2017-08-22 12:36:52,"2450 days, 21:07:31",GHSA-wp2f-hrg2-3r5m,CVE-2017-15691,2023-11-08T03:58:57.632634Z,2022-05-14T00:58:02Z,MODERATE
org.apache.uima:uimaj-core,CVE-2022-32287,HIGH,2.3.1,3.3.0,2010-12-06 15:29:21,2022-04-29 09:40:03,"4161 days, 18:10:42",GHSA-xgqr-5wqw-9fpv,CVE-2022-32287,2023-11-08T04:09:36.086661Z,2022-11-03T19:00:26Z,HIGH
org.apereo.cas:cas-server-support-x509-core,CVE-2023-28857,MODERATE,6.5.0,6.5.9.4,2022-02-14 00:21:27,2023-09-14 10:27:14,"577 days, 10:05:47",GHSA-p78h-m8pv-g9gm,CVE-2023-28857,2024-08-05T22:26:58.035788Z,2024-08-05T21:18:59Z,MODERATE
org.apache.xmlgraphics:fop,CVE-2017-5661,HIGH,0.93,2.1,2007-06-04 20:51:42,2016-01-14 06:42:05,"3145 days, 9:50:23",GHSA-5hg8-r9vq-gjqp,CVE-2017-5661,2023-11-08T03:59:23.103292Z,2022-05-13T01:07:54Z,HIGH
org.apereo.cas:cas-server-support-oidc,CVE-2019-10754,HIGH,5.0.0.M1,v6.4.0-RC6,2016-05-20 16:32:53,2021-07-16 01:50:42,"1882 days, 9:17:49",GHSA-g24w-373r-5pxg,"CVE-2019-10754, SNYK-JAVA-ORGAPEREOCAS-467402, SNYK-JAVA-ORGAPEREOCAS-467404, SNYK-JAVA-ORGAPEREOCAS-467406, SNYK-JAVA-ORGAPEREOCAS-468868, SNYK-JAVA-ORGAPEREOCAS-468869",2023-11-08T04:00:55.078712Z,2022-05-24T16:56:41Z,HIGH
org.apache.submarine:submarine-commons-utils,CVE-2024-36264,MODERATE,0.4.0,0.8.0,2020-06-26 06:20:47,2023-09-23 04:47:36,"1183 days, 22:26:49",GHSA-jwcg-wv5x-vg3g,"CVE-2024-36264, PYSEC-2024-97",2024-10-14T20:23:28.900229Z,2024-06-12T15:31:44Z,MODERATE
org.apache.uima:uimaj-as-core,CVE-2017-15691,MODERATE,2.3.1,2.9.0,2011-03-14 12:33:36,2016-12-06 10:53:02,"2093 days, 22:19:26",GHSA-wp2f-hrg2-3r5m,CVE-2017-15691,2023-11-08T03:58:57.632634Z,2022-05-14T00:58:02Z,MODERATE
org.apache.wicket:wicket-core,CVE-2021-23937,HIGH,1.5-RC1,8.11.0,2011-01-18 08:56:47,2020-11-20 12:24:29,"3594 days, 3:27:42",GHSA-hmhg-95wh-r699,CVE-2021-23937,2024-02-16T08:11:59.161510Z,2022-05-24T19:03:11Z,HIGH
org.apache.wicket:wicket-core,CVE-2020-11976,HIGH,1.5-RC1,8.8.0,2011-01-18 08:56:47,2020-04-19 11:46:11,"3379 days, 2:49:24",GHSA-64gv-3pqv-299h,CVE-2020-11976,2023-11-08T04:02:08.181705Z,2021-05-07T15:54:15Z,HIGH
org.apache.wicket:wicket-core,CVE-2014-3526,HIGH,1.5-RC1,7.0.0-M2,2011-01-18 08:56:47,2014-06-06 06:11:04,"1234 days, 21:14:17",GHSA-q7wx-mhx4-jr8q,CVE-2014-3526,2024-02-16T08:15:24.532145Z,2022-05-13T01:30:20Z,HIGH
org.apache.tomcat.embed:tomcat-embed-websocket,BIT-tomcat-2024-23672,MODERATE,9.0.0.M1,8.5.98,2015-11-12 16:06:09,2024-01-05 08:43:20,"2975 days, 16:37:11",GHSA-v682-8vv8-vpwr,"BIT-tomcat-2024-23672, CVE-2024-23672",2024-06-25T02:32:58.520013Z,2024-03-13T18:31:34Z,MODERATE
org.bouncycastle:bctls-fips,CVE-2024-30171,MODERATE,1.0.0,1.0.18,2019-07-09 18:48:46,2023-12-20 18:00:47,"1624 days, 23:12:01",GHSA-v435-xc8x-wvr9,"CGA-2f4h-fc34-cw83, CGA-5mrq-75x2-g8hj, CGA-9qv8-44xh-vf2p, CVE-2024-30171",2024-10-22T05:28:59.209889Z,2024-05-14T15:32:54Z,MODERATE
org.bedework:bw-webdav,CVE-2018-20000,HIGH,4.0.1,4.0.2,2015-10-29 17:47:19,2018-04-08 13:07:52,"891 days, 19:20:33",GHSA-5p52-j8pw-j7x5,CVE-2018-20000,2024-05-15T07:01:49.181734Z,2018-12-19T19:24:52Z,HIGH
org.apache.zeppelin:zeppelin-interpreter,CVE-2024-31868,MODERATE,0.8.2,0.11.0,2019-09-25 21:27:18,2024-02-16 04:26:16,"1604 days, 6:58:58",GHSA-rrvf-5w4r-3x7v,CVE-2024-31868,2024-10-03T18:26:19.190568Z,2024-04-09T18:30:22Z,MODERATE
org.apache.zeppelin:zeppelin-interpreter,CVE-2024-31866,CRITICAL,0.8.2,0.11.0,2019-09-25 21:27:18,2024-02-16 04:26:16,"1604 days, 6:58:58",GHSA-86jx-wr74-xr74,CVE-2024-31866,2024-08-21T19:06:54.380122Z,2024-04-09T18:30:22Z,CRITICAL
org.bouncycastle:bcprov-debug-jdk15to18,CVE-2023-33201,MODERATE,1.64,1.73,2019-10-11 20:44:00,2023-04-11 20:34:43,"1277 days, 23:50:43",GHSA-hr8g-6v94-x4m9,"CGA-9v29-fwrv-3vmr, CVE-2023-33201",2024-10-22T05:28:49.779895Z,2023-07-05T03:30:23Z,MODERATE
org.apache.velocity.tools:velocity-tools-parent,CVE-2020-13959,MODERATE,3.0,3.0,2018-10-01 13:15:54,2018-10-01 13:15:54,0:00:00,GHSA-fh63-4r66-jc7v,CVE-2020-13959,2023-11-08T04:02:24.445339Z,2021-03-12T20:24:22Z,MODERATE
org.apache.syncope:syncope,CVE-2020-11977,HIGH,2.1.0,2.1.6,2018-07-05 08:26:52,2020-04-29 03:15:43,"663 days, 18:48:51",GHSA-p2rp-cmjq-r7wm,CVE-2020-11977,2023-11-08T04:02:08.242687Z,2021-06-16T17:19:12Z,HIGH
org.apache.syncope:syncope,CVE-2014-0111,MODERATE,1.0.0-incubating,1.1.6,2012-08-07 09:18:02,2014-02-22 07:54:06,"563 days, 22:36:04",GHSA-r2xf-w5pj-9pw8,CVE-2014-0111,2024-02-16T08:22:36.535609Z,2022-05-14T01:18:38Z,MODERATE
org.apache.syncope:syncope,CVE-2014-3503,MODERATE,1.1.0,1.1.7,2013-04-05 03:29:41,2014-04-11 03:33:01,"371 days, 0:03:20",GHSA-4c72-mrhf-23cg,CVE-2014-3503,2024-02-16T08:21:17.335688Z,2022-05-14T02:52:41Z,MODERATE
org.apereo.cas:cas-server-support-shell,CVE-2019-10754,HIGH,5.0.0.M2,v6.4.0-RC6,2016-06-13 06:35:33,2021-07-16 02:02:42,"1858 days, 19:27:09",GHSA-g24w-373r-5pxg,"CVE-2019-10754, SNYK-JAVA-ORGAPEREOCAS-467402, SNYK-JAVA-ORGAPEREOCAS-467404, SNYK-JAVA-ORGAPEREOCAS-467406, SNYK-JAVA-ORGAPEREOCAS-468868, SNYK-JAVA-ORGAPEREOCAS-468869",2023-11-08T04:00:55.078712Z,2022-05-24T16:56:41Z,HIGH
org.apache.tika:tika-parsers,CVE-2018-17197,MODERATE,1.8,1.19.1,2015-04-13 10:39:13,2018-10-04 14:30:59,"1270 days, 3:51:46",GHSA-3448-vfvv-xp9g,CVE-2018-17197,2024-02-16T08:17:41.912573Z,2018-12-26T17:45:07Z,MODERATE
org.apache.tika:tika-parsers,CVE-2019-10093,MODERATE,1.19,1.21,2018-09-14 13:47:27,2019-05-14 18:40:42,"242 days, 4:53:15",GHSA-4mq5-mj59-qq9c,CVE-2019-10093,2024-02-16T08:24:45.208048Z,2019-08-06T01:43:38Z,MODERATE
org.apache.tika:tika-parsers,CVE-2018-1339,MODERATE,0.4,1.17,2009-07-27 10:32:11,2017-12-08 15:38:55,"3056 days, 5:06:44",GHSA-p699-3wgc-7h72,CVE-2018-1339,2023-11-08T03:59:54.059969Z,2018-10-17T15:43:59Z,MODERATE
org.asynchttpclient:async-http-client,CVE-2017-14063,HIGH,2.0.0-alpha13,2.0.34,2015-09-25 07:50:04,2017-08-04 04:58:59,"678 days, 21:08:55",GHSA-93jq-624g-4p9p,CVE-2017-14063,2024-03-14T05:32:17.618778Z,2018-10-19T16:50:50Z,HIGH
org.apache.synapse:synapse-core,CVE-2017-15708,CRITICAL,1.0,3.0.0,2007-06-12 02:15:19,2016-12-31 03:22:10,"3490 days, 1:06:51",GHSA-p694-23q3-rvrc,CVE-2017-15708,2023-11-08T03:58:58.363047Z,2020-11-04T18:23:25Z,CRITICAL
org.apache.zeppelin:sap,CVE-2022-47894,MODERATE,0.8.0,0.10.1,2018-06-23 18:27:50,2022-02-27 23:30:20,"1345 days, 5:02:30",GHSA-rr59-h6rh-v84v,CVE-2022-47894,2024-05-02T15:12:14.014539Z,2024-04-09T12:30:47Z,MODERATE
org.apache.xmlgraphics:batik-script,CVE-2022-44730,MODERATE,1.7,1.16,2008-01-09 02:43:04,2022-10-14 04:23:55,"5392 days, 1:40:51",GHSA-2474-2566-3qxp,CVE-2022-44730,2024-02-16T08:19:43.892647Z,2023-08-22T21:30:26Z,MODERATE
org.apache.xmlgraphics:batik-svgbrowser,CVE-2020-11987,HIGH,1.9,1.13,2017-04-10 03:37:08,2020-05-05 06:45:42,"1121 days, 3:08:34",GHSA-2h63-qp69-fwvw,CVE-2020-11987,2024-03-12T05:18:41.717842Z,2022-01-06T20:35:54Z,HIGH
org.apache.tomcat:tomcat-util,BIT-tomcat-2022-45143,HIGH,9.0.40,8.5.83,2020-11-12 07:54:39,2022-10-03 14:44:12,"690 days, 6:49:33",GHSA-rq2w-37h9-vg94,"BIT-tomcat-2022-45143, CVE-2022-45143",2024-04-23T22:00:59.346897Z,2023-01-03T21:30:21Z,HIGH
org.apache.velocity:velocity-tools,CVE-2020-13959,MODERATE,1.3,2.0,2007-03-19 08:19:58,2010-05-10 11:13:58,"1148 days, 2:54:00",GHSA-fh63-4r66-jc7v,CVE-2020-13959,2023-11-08T04:02:24.445339Z,2021-03-12T20:24:22Z,MODERATE
org.apache.uima:uima-ducc-parent,CVE-2023-28935,HIGH,1.0.0,3.0.0,2014-01-24 13:39:17,2019-04-02 11:37:06,"1893 days, 21:57:49",GHSA-34m5-796p-mjcp,CVE-2023-28935,2023-11-08T04:12:15.618838Z,2023-03-30T12:30:15Z,HIGH
org.apache.tomcat.embed:tomcat-embed-core,BIT-tomcat-2024-24549,MODERATE,9.0.0.M1,8.5.98,2015-11-12 16:05:04,2024-01-05 08:41:49,"2975 days, 16:36:45",GHSA-7w75-32cg-r6g2,"BIT-tomcat-2024-24549, CVE-2024-24549",2024-06-25T02:30:05.155818Z,2024-03-13T18:31:34Z,MODERATE
org.apache.tomcat.embed:tomcat-embed-core,CVE-2024-34750,HIGH,9.0.0.M1,10.1.24,2015-11-12 16:05:04,2024-05-09 10:55:47,"3100 days, 18:50:43",GHSA-wm9w-rjj3-j356,CVE-2024-34750,2024-07-05T20:57:34.262116Z,2024-07-03T21:39:44Z,HIGH
org.apache.tomcat.embed:tomcat-embed-core,BIT-tomcat-2023-46589,HIGH,9.0.0.M1,8.5.95,2015-11-12 16:05:04,2023-10-11 18:13:13,"2890 days, 2:08:09",GHSA-fccv-jmmp-qg76,"BIT-tomcat-2023-46589, CVE-2023-46589",2024-07-12T19:22:06.840813Z,2023-11-28T18:30:23Z,HIGH
org.apache.tomcat.embed:tomcat-embed-core,BIT-tomcat-2022-42252,HIGH,9.0.0.M1,10.0.26,2015-11-12 16:05:04,2022-09-23 04:48:46,"2506 days, 12:43:42",GHSA-p22x-g9px-3945,"BIT-tomcat-2022-42252, CVE-2022-42252",2024-04-23T20:46:15.447071Z,2022-11-01T12:00:30Z,HIGH
org.apache.tomcat.embed:tomcat-embed-core,BIT-apisix-2023-44487,MODERATE,8.5.0,8.5.93,2016-03-17 08:13:52,2023-08-23 15:57:35,"2715 days, 7:43:43",GHSA-qppj-fm5r-hxr3,"BIT-apisix-2023-44487, BIT-aspnet-core-2023-44487, BIT-contour-2023-44487, BIT-dotnet-2023-44487, BIT-dotnet-sdk-2023-44487, BIT-envoy-2023-44487, BIT-golang-2023-44487, BIT-jenkins-2023-44487, BIT-kong-2023-44487, BIT-nginx-2023-44487, BIT-nginx-ingress-controller-2023-44487, BIT-node-2023-44487, BIT-solr-2023-44487, BIT-tomcat-2023-44487, BIT-varnish-2023-44487, CGA-4mmr-qwxr-f88g, CGA-5jp5-95p2-jw83, CGA-5v4r-558c-254r, CGA-9w4r-68hh-64j5, CGA-m49h-wjp5-j434, CGA-mp43-q6p3-96v2, CVE-2023-44487, GHSA-m425-mq94-257g, GO-2023-2153",2024-10-22T05:28:47.277637Z,2023-10-10T21:28:24Z,MODERATE
org.apache.tomcat.embed:tomcat-embed-core,BIT-tomcat-2023-42795,MODERATE,9.0.0.M1,8.5.93,2015-11-12 16:05:04,2023-08-23 15:57:35,"2840 days, 23:52:31",GHSA-g8pj-r55q-5c2v,"BIT-tomcat-2023-42795, CVE-2023-42795",2024-04-25T22:34:10.373884Z,2023-10-10T18:31:35Z,MODERATE
org.apache.tomcat.embed:tomcat-embed-core,BIT-tomcat-2023-45648,MODERATE,9.0.0.M1,8.5.93,2015-11-12 16:05:04,2023-08-23 15:57:35,"2840 days, 23:52:31",GHSA-r6j3-px5g-cq3x,"BIT-tomcat-2023-45648, CVE-2023-45648",2024-04-24T15:46:02.047560Z,2023-10-10T21:31:12Z,MODERATE
org.apache.tomcat.embed:tomcat-embed-core,BIT-tomcat-2023-41080,MODERATE,9.0.0.M1,8.5.92,2015-11-12 16:05:04,2023-08-09 04:59:20,"2826 days, 12:54:16",GHSA-q3mw-pvr8-9ggc,"BIT-tomcat-2023-41080, CVE-2023-41080",2024-02-17T05:31:37.094178Z,2023-08-25T21:30:48Z,MODERATE
org.apache.tomcat.embed:tomcat-embed-core,CVE-2023-24998,HIGH,9.0.0.M1,11.0.0-M4,2015-11-12 16:05:04,2023-02-27 12:21:27,"2663 days, 20:16:23",GHSA-hfrx-6qgj-fp6c,CVE-2023-24998,2024-04-18T17:16:23.151022Z,2023-02-20T18:30:17Z,HIGH
org.apache.tomcat.embed:tomcat-embed-core,BIT-tomcat-2022-45143,HIGH,9.0.40,8.5.83,2020-11-12 07:55:33,2022-10-03 14:45:06,"690 days, 6:49:33",GHSA-rq2w-37h9-vg94,"BIT-tomcat-2022-45143, CVE-2022-45143",2024-04-23T22:00:59.346897Z,2023-01-03T21:30:21Z,HIGH
org.apache.tomcat.embed:tomcat-embed-core,BIT-tomcat-2021-25122,HIGH,8.5.0,8.5.61,2016-03-17 08:13:52,2020-12-03 06:20:19,"1721 days, 22:06:27",GHSA-j39c-c8hj-x4j3,"BIT-tomcat-2021-25122, CVE-2021-25122",2024-02-19T05:31:44.331997Z,2021-06-16T17:45:29Z,HIGH
org.apache.tomcat.embed:tomcat-embed-core,CVE-2019-12418,HIGH,7.0.0,8.5.47,2010-07-12 06:29:59,2019-10-07 06:44:58,"3374 days, 0:14:59",GHSA-hh3j-x4mc-g48r,CVE-2019-12418,2024-03-14T05:19:45.437799Z,2019-12-26T18:22:36Z,HIGH
org.apache.tomcat.embed:tomcat-embed-core,CVE-2018-1305,MODERATE,7.0.0,7.0.84,2010-07-12 06:29:59,2018-01-19 07:20:19,"2748 days, 0:50:20",GHSA-jx6h-3fjx-cgv5,CVE-2018-1305,2024-03-12T05:32:21.508504Z,2018-10-17T16:31:48Z,MODERATE
org.apache.tomcat.embed:tomcat-embed-core,BIT-tomcat-2020-1938,CRITICAL,7.0.0,7.0.99,2010-07-12 06:29:59,2019-12-11 05:34:37,"3438 days, 23:04:38",GHSA-c9hw-wf7x-jp9j,"BIT-tomcat-2020-1938, CVE-2020-1938",2024-07-25T13:49:21.465219Z,2020-06-15T18:51:21Z,CRITICAL
org.apache.tomcat.embed:tomcat-embed-core,BIT-tomcat-2024-21733,MODERATE,8.5.8,8.5.63,2016-11-03 14:38:10,2021-01-29 03:42:02,"1547 days, 13:03:52",GHSA-f4qf-m5gf-8jm8,"BIT-tomcat-2024-21733, CVE-2024-21733",2024-04-23T22:01:15.527056Z,2024-01-19T12:30:18Z,MODERATE
org.apache.tomcat.embed:tomcat-embed-core,CVE-2018-8014,CRITICAL,7.0.41,8.0.52,2013-06-06 03:38:32,2018-04-28 09:54:11,"1787 days, 6:15:39",GHSA-r4x2-3cq5-hqvp,CVE-2018-8014,2024-03-12T05:32:05.310460Z,2018-10-17T16:32:32Z,CRITICAL
org.apache.tomcat.embed:tomcat-embed-core,CVE-2018-8034,HIGH,7.0.35,7.0.88,2013-01-10 15:24:57,2018-05-07 04:33:39,"1942 days, 13:08:42",GHSA-46j3-r4pj-4835,CVE-2018-8034,2024-10-21T19:23:25.912196Z,2018-10-17T16:32:43Z,HIGH
