Unnamed: 0,artifact_name,release_version,timestamp,cve_id,cve_severity,clean_release_version,Exists_in_latest_releases
494,org.apache.camel:camel-jetty,2.16.0,2015-10-05,CVE-2015-5348,HIGH,2.16.0,False
495,org.apache.camel:camel-jira,4.0.0-M3,2023-04-28,CVE-2023-34442,LOW,4.0.0,False
496,org.apache.camel:camel-ldap,3.18.3,2022-10-22,CVE-2022-45046,CRITICAL,3.18.3,False
497,org.apache.camel:camel-mail,2.22.0,2018-06-29,CVE-2018-8041,MODERATE,2.22.0,False
498,org.apache.camel:camel-management,3.1.0,2020-02-20,CVE-2020-11971,HIGH,3.1.0,False
499,org.apache.camel:camel-netty,3.1.0,2020-02-20,CVE-2020-11973,CRITICAL,3.1.0,False
500,org.apache.camel:camel-rabbitmq,3.1.0,2020-02-20,CVE-2020-11972,HIGH,3.1.0,False
501,org.apache.camel:camel-robotframework,3.3.0,2020-05-10,CVE-2020-11994,HIGH,3.3.0,False
502,org.apache.camel:camel-servlet,2.16.0,2015-10-05,CVE-2015-5348,HIGH,2.16.0,False
503,org.apache.camel:camel-snakeyaml,2.18.1,2016-11-27,CVE-2017-3159,CRITICAL,2.18.1,False
504,org.apache.camel:camel-sql,4.3.0,2023-12-11,CVE-2024-22369,HIGH,4.3.0,False
505,org.apache.camel:camel-xmljson,2.23.4,2019-09-15,CVE-2019-0188,HIGH,2.23.4,True
506,org.apache.camel:camel-xstream,2.16.0,2015-10-05,CVE-2015-5344,CRITICAL,2.16.0,False
507,org.apache.cassandra:apache-cassandra,2.1.3,2015-02-11,CVE-2015-0225,HIGH,2.1.3,False
508,org.apache.cassandra:cassandra-all,4.1.1,2023-03-15,BIT-cassandra-2023-30601,HIGH,4.1.1,False
509,org.apache.cayenne:cayenne-parent,4.1.B2,2019-05-04,CVE-2018-11758,HIGH,4.1,False
510,org.apache.cayenne:cayenne-server,4.1.RC2,2019-10-25,CVE-2022-24289,HIGH,4.1,False
511,org.apache.commons:commons-collections4,4.0,2013-11-20,CVE-2015-6420,HIGH,4.0,False
512,org.apache.commons:commons-compress,1.25.0,2023-11-12,CVE-2024-25710,HIGH,1.25.0,False
513,org.apache.commons:commons-configuration2,2.10.0,2024-03-06,CVE-2024-29131,MODERATE,2.10.0,False
514,org.apache.commons:commons-email,1.4,2015-05-18,CVE-2017-9801,HIGH,1.4,False
515,org.apache.commons:commons-io,1.3.2,2007-07-02,CVE-2021-29425,MODERATE,1.3.2,True
516,org.apache.commons:commons-text,1.9,2020-07-21,CVE-2022-42889,CRITICAL,1.9,False
517,org.apache.cxf.fediz:fediz-core,1.2.0,2015-04-24,CVE-2015-5175,HIGH,1.2.0,False
518,org.apache.cxf.fediz:fediz-idp,1.2.0,2015-04-24,CVE-2015-5175,HIGH,1.2.0,False
519,org.apache.cxf.fediz:fediz-jetty8,1.4.3,2017-11-23,CVE-2018-8038,HIGH,1.4.3,False
520,org.apache.cxf.fediz:fediz-jetty9,1.4.3,2017-11-23,CVE-2018-8038,HIGH,1.4.3,False
521,org.apache.cxf.fediz:fediz-oidc,1.3.1,2016-08-08,CVE-2017-7662,HIGH,1.3.1,False
522,org.apache.cxf.fediz:fediz-spring,1.4.3,2017-11-23,CVE-2018-8038,HIGH,1.4.3,False
523,org.apache.cxf.fediz:fediz-spring2,1.4.3,2017-11-23,CVE-2018-8038,HIGH,1.4.3,False
524,org.apache.cxf.fediz:fediz-spring3,1.4.3,2017-11-23,CVE-2018-8038,HIGH,1.4.3,False
525,org.apache.cxf.karaf:apache-cxf,3.1.9,2016-12-09,CVE-2017-3156,HIGH,3.1.9,False
526,org.apache.cxf:apache-cxf,3.4.3,2021-03-15,CVE-2021-30468,HIGH,3.4.3,False
527,org.apache.cxf:cxf,3.4.3,2021-03-15,CVE-2021-30468,HIGH,3.4.3,False
528,org.apache.cxf:cxf-core,4.0.3,2023-09-13,CVE-2024-28752,CRITICAL,4.0.3,False
529,org.apache.cxf:cxf-rt-frontend-jaxrs,3.0.0,2014-05-14,CVE-2014-3584,MODERATE,3.0.0,False
530,org.apache.cxf:cxf-rt-management,3.3.5,2020-01-10,CVE-2020-1954,MODERATE,3.3.5,False
531,org.apache.cxf:cxf-rt-rs-security-jose,4.0.4,2024-03-06,CVE-2024-32007,MODERATE,4.0.4,False
532,org.apache.cxf:cxf-rt-rs-security-sso-saml,3.1.2,2015-07-28,CVE-2015-5253,MODERATE,3.1.2,False
533,org.apache.cxf:cxf-rt-rs-service-description,4.0.4,2024-03-06,CVE-2024-29736,MODERATE,4.0.4,False
534,org.apache.cxf:cxf-rt-transports-http,4.0.4,2024-03-06,CVE-2024-41172,LOW,4.0.4,False
535,org.apache.cxf:cxf-rt-ws-security,2.7.8,2013-11-20,CVE-2014-0034,MODERATE,2.7.8,False
536,org.apache.ddlutils:ddlutils,1.0,2007-06-28,CVE-2021-41616,CRITICAL,1.0,True
537,org.apache.deltaspike.modules:jsf-module-project,1.8.0,2017-05-28,CVE-2017-17837,MODERATE,1.8.0,False
538,org.apache.deltaspike:deltaspike,1.9.3,2020-01-27,CVE-2019-12416,MODERATE,1.9.3,False
539,org.apache.derby:derby,10.16.1.1,2022-06-14,CVE-2022-46337,CRITICAL,10.16.1.1,False
540,org.apache.directory.api:apache-ldap-api,1.0.1,2018-04-30,CVE-2018-1337,CRITICAL,1.0.1,False
541,org.apache.directory.api:api-ldap-model,1.0.0-M30,2015-04-28,CVE-2015-3250,HIGH,1.0.0,False
542,org.apache.directory.studio:org.apache.directory.studio.ldapbrowser.core,2.0.0.v20150606-M9,2015-06-07,CVE-2015-5349,HIGH,2.0.0,False
543,org.apache.directory.studio:org.apache.directory.studio.parent,2.0.0.v20210213-M16,2021-02-13,CVE-2021-33900,HIGH,2.0.0,False
544,org.apache.dolphinscheduler:dolphinscheduler,3.2.1,2024-02-06,CVE-2024-30188,HIGH,3.2.1,True
545,org.apache.dolphinscheduler:dolphinscheduler-alert-plugins,2.0.5,2022-03-02,CVE-2022-45462,CRITICAL,2.0.5,False
546,org.apache.dolphinscheduler:dolphinscheduler-api,3.2.0,2023-10-11,CVE-2023-49068,MODERATE,3.2.0,False
547,org.apache.dolphinscheduler:dolphinscheduler-common,3.0.6,2023-05-25,CVE-2023-49620,MODERATE,3.0.6,False
548,org.apache.dolphinscheduler:dolphinscheduler-dao,3.0.6,2023-05-25,CVE-2023-49620,MODERATE,3.0.6,False
549,org.apache.dolphinscheduler:dolphinscheduler-master,3.2.0,2023-10-11,CVE-2024-23320,HIGH,3.2.0,False
550,org.apache.dolphinscheduler:dolphinscheduler-server,1.3.5,2021-02-07,CVE-2021-27644,HIGH,1.3.5,False
551,org.apache.dolphinscheduler:dolphinscheduler-service,3.0.6,2023-05-25,CVE-2023-49620,MODERATE,3.0.6,False
552,org.apache.dolphinscheduler:dolphinscheduler-task-api,3.2.1,2024-02-06,CVE-2024-43202,CRITICAL,3.2.1,True
553,org.apache.drill.exec:drill-java-exec,1.21.1,2023-04-18,CVE-2023-48362,HIGH,1.21.1,False
554,org.apache.drill:drill-common,1.11.0,2017-07-24,CVE-2017-12630,MODERATE,1.11.0,False
555,org.apache.druid.extensions:druid-pac4j,30.0.0,2024-06-07,CVE-2024-45384,LOW,30.0.0,True
556,org.apache.druid:druid,30.0.0,2024-06-07,CVE-2024-45537,LOW,30.0.0,True
557,org.apache.druid:druid-core,0.21.1,2021-06-02,CVE-2021-36749,MODERATE,0.21.1,False
558,org.apache.dubbo:dubbo,3.2.4,2023-06-30,CVE-2023-29234,HIGH,3.2.4,False
559,org.apache.dubbo:dubbo-common,2.7.6,2020-03-23,CVE-2020-1948,CRITICAL,2.7.6,False
560,org.apache.dubbo:dubbo-parent,2.7.9,2021-02-21,CVE-2021-32824,CRITICAL,2.7.9,False
561,org.apache.dubbo:dubbo-rpc-http-invoker,2.7.4.1,2019-10-22,CVE-2019-17564,MODERATE,2.7.4.1,True
562,org.apache.eventmesh:eventmesh-connector-rabbitmq,1.8.0-release,2023-01-12,CVE-2023-26512,CRITICAL,1.8.0,False
563,org.apache.felix:org.apache.felix.healthcheck.webconsoleplugin,2.0.2,2020-07-10,CVE-2023-38435,MODERATE,2.0.2,False
564,org.apache.flex.blazeds:flex-messaging-core,4.7.2,2015-11-05,CVE-2017-5641,CRITICAL,4.7.2,False
565,org.apache.flex.blazeds:flex-messaging-remoting,4.7.2,2015-11-05,CVE-2017-5641,CRITICAL,4.7.2,False
566,org.apache.flink:flink-core,1.10.0,2020-02-07,BIT-flink-2020-1960,MODERATE,1.10.0,False
567,org.apache.flink:flink-runtime_2.11,1.11.2,2020-09-09,BIT-flink-2020-17519,HIGH,1.11.2,False
568,org.apache.flink:flink-runtime_2.12,1.11.2,2020-09-09,BIT-flink-2020-17519,HIGH,1.11.2,False
569,org.apache.flume.flume-ng-sources:flume-jms-source,1.10.1,2022-08-13,CVE-2022-42468,CRITICAL,1.10.1,False
570,org.apache.geode:geode-core,1.15.0,2022-06-15,CVE-2022-34870,MODERATE,1.15.0,False
571,org.apache.geronimo.framework:geronimo-jmx-remoting,3.0-M1,2010-06-09,CVE-2013-1777,HIGH,3.0,False
572,org.apache.geronimo.plugins:console,2.1.3,2008-09-15,CVE-2009-0039,MODERATE,2.1.3,False
573,org.apache.geronimo:geronimo,2.2,2009-12-07,CVE-2011-5034,HIGH,2.2,False
574,org.apache.gobblin:gobblin-core,0.15.0,2020-11-30,CVE-2021-36152,CRITICAL,0.15.0,False
575,org.apache.hadoop:hadoop-client,2.6.5,2016-10-02,CVE-2017-3162,HIGH,2.6.5,False
576,org.apache.hadoop:hadoop-common,3.3.6,2023-06-18,CVE-2024-23454,LOW,3.3.6,False
577,org.apache.hadoop:hadoop-main,3.1.0,2018-04-02,CVE-2018-8009,HIGH,3.1.0,False
578,org.apache.hadoop:hadoop-ozone-ozone-manager,1.1.0,2021-04-08,CVE-2021-39236,HIGH,1.1.0,True
579,org.apache.hadoop:hadoop-yarn-project,3.3.4,2022-07-29,CVE-2023-26031,HIGH,3.3.4,False
580,org.apache.hadoop:hadoop-yarn-server,3.3.3,2022-05-09,CVE-2021-25642,HIGH,3.3.3,False
581,org.apache.hadoop:hadoop-yarn-server-common,3.3.1,2021-06-01,CVE-2021-33036,HIGH,3.3.1,False
582,org.apache.hadoop:hadoop-yarn-server-nodemanager,2.7.2,2016-01-14,CVE-2016-3086,CRITICAL,2.7.2,False
583,org.apache.hama:hama-core,0.7.1,2016-03-14,CVE-2022-45470,HIGH,0.7.1,True
584,org.apache.hbase:hbase,2.1.3,2019-02-11,CVE-2019-0212,HIGH,2.1.3,False
585,org.apache.hbase:hbase-thrift,2.0.0,2018-05-03,CVE-2018-8025,HIGH,2.0.0,False
586,org.apache.helix:helix,1.4.0,2024-06-18,CVE-2024-22281,HIGH,1.4.0,True
587,org.apache.helix:helix-core,1.2.0,2023-04-27,CVE-2023-38647,CRITICAL,1.2.0,False
588,org.apache.helix:helix-rest,1.2.0,2023-04-27,CVE-2023-38647,CRITICAL,1.2.0,False
589,org.apache.heron:heron-api,0.20.4-incubating,2021-05-12,CVE-2021-42010,CRITICAL,0.20.4,False
590,org.apache.heron:heron-simulator,0.20.1-incubating-rc2,2019-03-28,CVE-2020-1964,HIGH,0.20.1,False
591,org.apache.hive:hive,3.1.2,2019-08-22,CVE-2021-34538,HIGH,3.1.2,False
592,org.apache.hive:hive-exec,3.1.0,2018-07-23,CVE-2018-11777,HIGH,3.1.0,False
593,org.apache.hive:hive-jdbc,4.0.0-alpha-2,2022-11-07,CVE-2023-35701,MODERATE,4.0.0,False
594,org.apache.hive:hive-service,2.3.2,2017-11-09,CVE-2018-1284,LOW,2.3.2,False
595,org.apache.hop:hop,2.7.0,2023-12-01,CVE-2024-24683,MODERATE,2.7.0,False
596,org.apache.httpcomponents:httpclient,4.5.12,2020-03-04,CVE-2020-13956,MODERATE,4.5.12,False
597,org.apache.hugegraph:hugegraph-api,1.2.0,2023-12-20,CVE-2024-27349,HIGH,1.2.0,False
598,org.apache.hugegraph:hugegraph-core,1.2.0,2023-12-20,CVE-2024-27348,CRITICAL,1.2.0,False
599,org.apache.hugegraph:hugegraph-hubble,1.2.0,2023-12-20,CVE-2024-27347,MODERATE,1.2.0,False
600,org.apache.ignite:ignite-core,2.8.0,2020-02-27,CVE-2020-1963,CRITICAL,2.8.0,False
601,org.apache.inlong:inlong,1.7.0,2023-05-16,CVE-2023-43667,HIGH,1.7.0,False
602,org.apache.inlong:inlong-common,1.2.0-incubating,2022-06-13,CVE-2022-40955,HIGH,1.2.0,False
603,org.apache.inlong:inlong-manager,1.7.0,2023-05-16,CVE-2023-34189,MODERATE,1.7.0,False
604,org.apache.inlong:manager-common,1.10.0,2023-12-12,CVE-2024-26580,CRITICAL,1.10.0,False
605,org.apache.inlong:manager-dao,1.6.0,2023-03-20,CVE-2023-31206,HIGH,1.6.0,False
606,org.apache.inlong:manager-pojo,1.11.0,2024-02-19,CVE-2024-26579,HIGH,1.11.0,False
607,org.apache.inlong:manager-service,1.7.0,2023-05-16,CVE-2023-35088,CRITICAL,1.7.0,False
608,org.apache.inlong:manager-test,1.6.0,2023-03-20,CVE-2023-31206,HIGH,1.6.0,False
609,org.apache.inlong:manager-web,1.6.0,2023-03-20,CVE-2023-31206,HIGH,1.6.0,False
610,org.apache.inlong:manager-workflow,1.6.0,2023-03-20,CVE-2023-31064,HIGH,1.6.0,False
611,org.apache.inlong:tubemq-core,1.12.0,2024-04-26,CVE-2024-36268,HIGH,1.12.0,False
612,org.apache.iotdb:flink-tsfile-connector,0.13.2,2022-09-01,CVE-2022-43766,HIGH,0.13.2,False
613,org.apache.iotdb:iotdb-grafana-connector,0.13.3,2022-10-17,CVE-2023-24831,CRITICAL,0.13.3,False
614,org.apache.iotdb:iotdb-parent,1.2.1,2023-09-15,CVE-2023-51656,HIGH,1.2.1,False
615,org.apache.iotdb:iotdb-server,0.13.2,2022-09-01,CVE-2022-43766,HIGH,0.13.2,False
616,org.apache.iotdb:tsfile,0.13.2,2022-09-01,CVE-2022-43766,HIGH,0.13.2,False
617,org.apache.isis.core:isis-core,2.0.0-M8,2022-10-02,CVE-2022-42466,MODERATE,2.0.0,False
618,org.apache.ivy:ivy,2.5.1,2022-11-01,CVE-2022-46751,HIGH,2.5.1,False
619,org.apache.jackrabbit:jackrabbit,1.5.0,2008-12-07,CVE-2009-0026,MODERATE,1.5.0,False
620,org.apache.jackrabbit:jackrabbit-core,2.10.0,2015-03-23,CVE-2015-1833,MODERATE,2.10.0,False
621,org.apache.jackrabbit:jackrabbit-standalone,1.6.5,2011-09-26,CVE-2023-37895,CRITICAL,1.6.5,True
622,org.apache.jackrabbit:jackrabbit-standalone-components,2.21.17,2023-07-13,CVE-2023-37895,CRITICAL,2.21.17,False
623,org.apache.jackrabbit:jackrabbit-webapp,2.21.17,2023-07-13,CVE-2023-37895,CRITICAL,2.21.17,False
624,org.apache.jackrabbit:jackrabbit-webdav,2.13.2,2016-08-23,CVE-2016-6801,HIGH,2.13.2,False
625,org.apache.jackrabbit:oak-core,1.22.14,2023-01-16,CVE-2020-1940,HIGH,1.22.14,False
626,org.apache.james.hupa:hupa-parent,0.0.2,2012-05-30,CVE-2012-3536,MODERATE,0.0.2,False
627,org.apache.james:apache-mime4j-core,0.8.9,2022-12-29,CVE-2024-21742,MODERATE,0.8.9,False
628,org.apache.james:apache-mime4j-storage,0.8.8,2022-10-27,CVE-2022-45787,MODERATE,0.8.8,False
629,org.apache.james:james-project,3.0.0-beta5,2016-11-02,CVE-2017-12628,HIGH,3.0.0,False
630,org.apache.james:james-server,3.8.0,2023-05-16,CVE-2023-51747,MODERATE,3.8.0,False
631,org.apache.james:javax-mail-extension,3.7.3,2022-12-30,CVE-2023-26269,HIGH,3.7.3,False
632,org.apache.jena:jena,4.8.0,2023-04-20,CVE-2023-32200,HIGH,4.8.0,False
633,org.apache.jena:jena-core,4.1.0,2021-05-31,CVE-2021-39239,HIGH,4.1.0,False
634,org.apache.jena:jena-fuseki,4.0.0,2021-03-27,CVE-2021-33192,MODERATE,4.0.0,False
635,org.apache.jena:jena-sdb,3.17.0,2020-11-25,CVE-2022-45136,CRITICAL,3.17.0,True
636,org.apache.jmeter:ApacheJMeter,5.0,2018-09-14,CVE-2019-0187,CRITICAL,5.0,False
637,org.apache.johnzon:johnzon-mapper,1.2.20,2023-03-13,CVE-2023-33008,MODERATE,1.2.20,False
638,org.apache.jspwiki:jspwiki-main,2.12.1,2023-08-07,CVE-2024-27136,MODERATE,2.12.1,False
639,org.apache.jspwiki:jspwiki-war,2.11.3,2022-07-30,CVE-2022-46907,MODERATE,2.11.3,False
640,org.apache.juddi:juddi-client,3.3.4,2017-02-04,CVE-2018-1307,HIGH,3.3.4,False
641,org.apache.juddi:juddi-core,3.3.9,2020-08-14,CVE-2021-37578,CRITICAL,3.3.9,False
642,org.apache.kafka:connect,3.3.2,2022-12-21,CVE-2023-25194,HIGH,3.3.2,False
643,org.apache.kafka:kafka-clients,2.8.0,2021-04-14,BIT-kafka-2021-38153,MODERATE,2.8.0,False
644,org.apache.kafka:kafka-metadata,3.6.1,2023-11-24,BIT-kafka-2024-27309,MODERATE,3.6.1,False
645,org.apache.kafka:kafka_2.11,2.4.1,2020-03-02,BIT-kafka-2021-38153,MODERATE,2.4.1,True
646,org.apache.kafka:kafka_2.12,2.8.0,2021-04-14,BIT-kafka-2021-38153,MODERATE,2.8.0,False
647,org.apache.kafka:kafka_2.13,2.8.0,2021-04-14,BIT-kafka-2021-38153,MODERATE,2.8.0,False
648,org.apache.karaf.config:org.apache.karaf.config.core,4.2.4,2019-03-14,CVE-2019-0226,MODERATE,4.2.4,False
649,org.apache.karaf.management:org.apache.karaf.management.server,4.3.5,2021-12-19,CVE-2021-41766,HIGH,4.3.5,False
650,org.apache.karaf.specs:org.apache.karaf.specs.java.xml,4.2.1,2018-08-18,CVE-2018-11788,CRITICAL,4.2.1,False
651,org.apache.karaf:apache-karaf,4.4.1,2022-07-09,CVE-2022-40145,CRITICAL,4.4.1,False
652,org.apache.karaf:cave,4.1.2,2019-01-15,CVE-2024-34365,CRITICAL,4.1.2,False
653,org.apache.karaf:karaf,4.2.2,2018-12-15,CVE-2019-0191,MODERATE,4.2.2,False
654,org.apache.kerby:ldap-backend,2.0.2,2022-05-03,CVE-2023-25613,CRITICAL,2.0.2,False
655,org.apache.knox:gateway-service-knoxsso,1.6.0,2021-11-04,CVE-2021-42357,MODERATE,1.6.0,False
656,org.apache.kylin:kylin,4.0.2,2022-08-28,CVE-2022-43396,HIGH,4.0.2,False
657,org.apache.kylin:kylin-core-common,4.0.3,2022-12-16,CVE-2023-29055,HIGH,4.0.3,False
658,org.apache.kylin:kylin-server-base,4.0.2,2022-08-28,CVE-2022-44621,CRITICAL,4.0.2,False
659,org.apache.kylin:kylin-spark-project,4.0.1,2021-12-29,CVE-2022-24697,CRITICAL,4.0.1,False
660,org.apache.linkis:linkis,1.5.0,2023-12-19,CVE-2024-27182,MODERATE,1.5.0,False
661,org.apache.linkis:linkis-datasource,1.5.0,2023-12-19,CVE-2023-49566,HIGH,1.5.0,False
662,org.apache.linkis:linkis-engineconn,1.3.1,2023-01-13,CVE-2023-29215,CRITICAL,1.3.1,False
663,org.apache.linkis:linkis-engineplugin-spark,1.5.0,2023-12-19,CVE-2024-39928,HIGH,1.5.0,False
664,org.apache.livy:livy-server,0.7.0-incubating,2020-01-07,CVE-2021-26544,MODERATE,0.7.0,False
665,org.apache.logging.log4j:log4j,2.13.1,2020-02-25,CVE-2020-9488,LOW,2.13.1,False
666,org.apache.logging.log4j:log4j-core,2.17.0,2021-12-17,CVE-2021-44832,MODERATE,2.17.0,False
667,org.apache.lucene:lucene-replicator,9.11.1,2024-06-27,CVE-2024-45772,MODERATE,9.11.1,True
668,org.apache.maven.plugins:maven-archetype-plugin,3.2.1,2021-12-27,CVE-2024-47197,LOW,3.2.1,True
669,org.apache.maven.shared:maven-shared-utils,3.2.1,2018-02-05,CVE-2022-29599,CRITICAL,3.2.1,False
670,org.apache.maven:maven-compat,3.6.3,2019-11-19,CVE-2021-26291,CRITICAL,3.6.3,False
671,org.apache.maven:maven-core,3.6.3,2019-11-19,CVE-2021-26291,CRITICAL,3.6.3,False
672,org.apache.mesos:mesos,1.7.1-rc1,2018-12-21,CVE-2018-11793,HIGH,1.7.1,False
673,org.apache.mina:mina-core,2.1.4,2020-08-17,CVE-2021-41973,MODERATE,2.1.4,False
674,org.apache.myfaces.core:myfaces-core-module,2.3-next-M8,2023-04-08,CVE-2021-26296,HIGH,2.3,False
675,org.apache.myfaces.core:myfaces-impl,2.1.5,2011-11-30,CVE-2011-4367,MODERATE,2.1.5,False
676,org.apache.myfaces.shared:myfaces-shared-core,2.0.0,2006-04-17,CVE-2010-2057,MODERATE,2.0.0,False
677,org.apache.myfaces.trinidad:trinidad,2.1.1,2016-04-27,CVE-2016-5019,CRITICAL,2.1.1,False
678,org.apache.nifi.registry:nifi-registry-core,1.16.2,2022-05-22,CVE-2022-33140,HIGH,1.16.2,False
679,org.apache.nifi.registry:nifi-registry-web-api,0.5.0,2019-08-21,CVE-2020-9482,MODERATE,0.5.0,False
680,org.apache.nifi:nifi,1.19.1,2022-12-05,CVE-2023-22832,HIGH,1.19.1,False
681,org.apache.nifi:nifi-cdc-mysql-bundle,1.22.0,2023-06-06,CVE-2023-36542,HIGH,1.22.0,False
682,org.apache.nifi:nifi-dbcp-base,1.23.0,2023-07-25,CVE-2023-40037,MODERATE,1.23.0,False
683,org.apache.nifi:nifi-dbcp-service,1.22.0,2023-06-06,CVE-2023-36542,HIGH,1.22.0,False
684,org.apache.nifi:nifi-dbcp-service-api,1.23.0,2023-07-25,CVE-2023-40037,MODERATE,1.23.0,False
685,org.apache.nifi:nifi-dbcp-service-bundle,1.23.0,2023-07-25,CVE-2023-40037,MODERATE,1.23.0,False
686,org.apache.nifi:nifi-dbcp-service-nar,1.21.0,2023-04-03,CVE-2023-34468,HIGH,1.21.0,False
687,org.apache.nifi:nifi-framework-cluster,1.7.1,2018-07-12,CVE-2018-17194,HIGH,1.7.1,False
688,org.apache.nifi:nifi-framework-cluster-protocol,1.4.0,2017-09-28,CVE-2017-15703,MODERATE,1.4.0,False
689,org.apache.nifi:nifi-framework-core,1.11.4,2020-03-18,CVE-2020-1942,HIGH,1.11.4,False
690,org.apache.nifi:nifi-hadoop-dbcp-service,1.22.0,2023-06-06,CVE-2023-36542,HIGH,1.22.0,False
691,org.apache.nifi:nifi-hbase_2-client-service,1.22.0,2023-06-06,CVE-2023-36542,HIGH,1.22.0,False
692,org.apache.nifi:nifi-hikari-dbcp-service,1.22.0,2023-06-06,CVE-2023-36542,HIGH,1.22.0,False
693,org.apache.nifi:nifi-jms-bundle,1.21.0,2023-04-03,CVE-2023-34212,MODERATE,1.21.0,False
694,org.apache.nifi:nifi-jms-processors,1.23.0,2023-07-25,CVE-2023-40037,MODERATE,1.23.0,False
695,org.apache.nifi:nifi-jolt-transform-json-ui,1.23.2,2023-08-21,CVE-2023-49145,HIGH,1.23.2,False
696,org.apache.nifi:nifi-parameter,1.10.0,2019-10-29,CVE-2020-1928,MODERATE,1.10.0,False
697,org.apache.nifi:nifi-record-serialization-services,1.22.0,2023-06-06,CVE-2023-36542,HIGH,1.22.0,False
698,org.apache.nifi:nifi-security,1.9.2,2019-04-03,CVE-2019-10080,MODERATE,1.9.2,False
699,org.apache.nifi:nifi-security-utils,1.11.4,2020-03-18,CVE-2020-1942,HIGH,1.11.4,False
700,org.apache.nifi:nifi-single-user-utils,1.15.3,2022-01-13,CVE-2022-26850,MODERATE,1.15.3,False
701,org.apache.nifi:nifi-standard-processors,1.22.0,2023-06-06,CVE-2023-36542,HIGH,1.22.0,False
702,org.apache.nifi:nifi-stateless,1.11.4,2020-03-18,CVE-2020-9486,HIGH,1.11.4,False
703,org.apache.nifi:nifi-web-api,1.9.2,2019-04-03,CVE-2019-10083,MODERATE,1.9.2,False
704,org.apache.nifi:nifi-web-security,1.9.2,2019-04-03,CVE-2019-12421,HIGH,1.9.2,False
705,org.apache.nifi:nifi-web-ui,2.0.0-M3,2024-05-13,CVE-2024-37389,MODERATE,2.0.0,False
706,org.apache.nutch:nutch,1.17,2020-06-18,CVE-2021-23901,CRITICAL,1.17,False
707,org.apache.olingo:odata-client-core,4.7.0,2019-12-01,CVE-2020-1925,HIGH,4.7.0,False
708,org.apache.olingo:odata-client-proxy,4.6.0,2019-05-04,CVE-2019-17556,CRITICAL,4.6.0,False
709,org.apache.olingo:odata-server-core,4.6.0,2019-05-04,CVE-2019-17554,MODERATE,4.6.0,False
710,org.apache.oozie:oozie-core,5.0.0-beta1,2018-01-24,CVE-2017-15712,MODERATE,5.0.0,False
711,org.apache.openjpa:openjpa,2.2.1,2012-10-10,CVE-2013-1768,HIGH,2.2.1,False
712,org.apache.openmeetings:openmeetings-db,7.0.0,2023-02-06,CVE-2023-28936,MODERATE,7.0.0,False
713,org.apache.openmeetings:openmeetings-parent,7.0.0,2023-02-06,CVE-2023-29246,HIGH,7.0.0,False
714,org.apache.opennlp:opennlp-tools,1.8.1,2017-07-05,CVE-2017-12620,CRITICAL,1.8.1,False
715,org.apache.orc:orc,1.4.3,2018-02-09,CVE-2018-8015,HIGH,1.4.3,False
716,org.apache.ozone:ozone-main,1.3.0,2022-11-23,CVE-2023-39196,MODERATE,1.3.0,False
717,org.apache.parquet:parquet,1.12.1,2021-09-13,CVE-2021-41561,HIGH,1.12.1,False
718,org.apache.pdfbox:pdfbox,2.0.23,2021-03-15,CVE-2021-31812,MODERATE,2.0.23,False
719,org.apache.pdfbox:pdfbox-parent,2.0.23,2021-03-15,CVE-2021-31812,MODERATE,2.0.23,False
720,org.apache.pinot:pinot,0.10.0,2022-03-18,CVE-2022-26112,CRITICAL,0.10.0,False
721,org.apache.pinot:pinot-controller,0.12.1,2023-02-27,CVE-2024-39676,HIGH,0.12.1,False
722,org.apache.poi:poi,4.1.0,2019-04-05,CVE-2019-12415,MODERATE,4.1.0,False
723,org.apache.poi:poi-examples,3.14-beta1,2015-12-24,CVE-2016-5000,MODERATE,3.14,False
724,org.apache.poi:poi-scratchpad,5.2.0,2022-01-06,CVE-2022-26336,MODERATE,5.2.0,False
725,org.apache.portals.jetspeed-2:jetspeed,2.3.0,2015-07-24,CVE-2016-0709,HIGH,2.3.0,False
726,org.apache.portals.jetspeed-2:jetspeed-commons,2.3.1,2016-05-04,CVE-2022-32533,CRITICAL,2.3.1,True
727,org.apache.portals.pluto:chatRoomDemo,3.0.1,2018-06-15,CVE-2019-0186,MODERATE,3.0.1,True
728,org.apache.portals.pluto:pluto-container,3.0.0,2017-01-07,CVE-2018-1306,HIGH,3.0.0,False
729,org.apache.portals.pluto:pluto-portal,3.1.0,2019-04-17,CVE-2021-36739,MODERATE,3.1.0,False
730,org.apache.pulsar:pulsar,2.11.0,2022-12-30,CVE-2023-30429,CRITICAL,2.11.0,False
731,org.apache.pulsar:pulsar-broker,3.2.1,2024-03-06,CVE-2024-29834,MODERATE,3.2.1,False
732,org.apache.pulsar:pulsar-broker-auth-sasl,3.1.0,2023-08-03,CVE-2023-51437,HIGH,3.1.0,False
733,org.apache.pulsar:pulsar-client,2.10.0,2022-03-25,CVE-2022-33681,MODERATE,2.10.0,False
734,org.apache.pulsar:pulsar-functions-worker,3.2.0,2024-01-27,CVE-2024-27135,HIGH,3.2.0,False
735,org.apache.pulsar:pulsar-proxy,3.1.0,2023-08-03,CVE-2022-34321,HIGH,3.1.0,False
736,org.apache.pulsar:pulsar-websocket,3.0.0,2023-04-27,CVE-2023-37544,HIGH,3.0.0,False
