artifact,scm_url,github_url,github_api_url,github_owner,github_repo,invalidGithubUrl,nonGithubLinkFound,scmLinkNotFound,pomNotFound,invalidArtifactFormat
net.sf.squirrel-sql.thirdparty-non-maven:jaybird,http://cvs.sourceforge.net/viewcvs.py/firebird/client-java/,,,,,,True,,,
net.stepniak.android:picheese,scm:git:git@bitbucket.org:zenedith/android-picheese.git,,,,,,True,,,
nl.demon.shadowland.freedumbytes.maven.skins:setup,${sourceWebRoot},,,,,,True,,,
net.sf:stat-scm,http://stat-scm.svn.sourceforge.net/viewvc/stat-scm/tags/stat-scm-1.2.0,,,,,,True,,,
net.sf.jmpi:jmpi-solver-xpress,http://hg.code.sf.net/p/jmpi/hgroot,,,,,,True,,,
net.sourceforge.cardme:cardme,http://svn.code.sf.net/p/cardme/code/tags/cardme-0.4.0,,,,,,True,,,
net.sf.xolite:xo-lite-examples,https://xo-lite.svn.sourceforge.net/svnroot/xo-lite/tags/xo-lite-0.4/xo-lite-examples,,,,,,True,,,
no.nav.common:oidc-security,http://stash.devillo.no/projects/FELLES/repos/oidc-security/browse,,,,,,True,,,
net.sf.squirrel-sql.thirdparty-non-maven:com-fifesoft-common,http://svn.fifesoft.com/viewvc-1.0.5/bin/cgi/viewvc.cgi/Common/?root=RText,,,,,,True,,,
nz.ac.waikato.cms.weka:costSensitiveAttributeSelection,https://svn.cms.waikato.ac.nz/svn/weka/tags/costSensitiveAttributeSelection-1.0.3,,,,,,True,,,
net.sourceforge.kivu4j:utils,scm:svn:http://svn.code.sf.net/p/kivu4j/code-0/tags/utils-1.0,,,,,,True,,,
net.sf.r4h:repository4hibernate,http://sourceforge.net/p/r4h/code/,,,,,,True,,,
new.wimpi.telnetd:telnetd-x,https://telnetd-x.googlecode.com/svn/trunk/,,,,,,True,,,
net.sf.opendse:opendse-optimization,http://hg.code.sf.net/p/opendse/hgroot,,,,,,True,,,
net.sourceforge.cobertura.poms:cobertura-api-parent,${reactor.url.remote.prefix}/${reactor.name},,,,,,True,,,
nz.ac.waikato.cms.weka:chiSquaredAttributeEval,https://svn.cms.waikato.ac.nz/svn/weka/tags/chiSquaredAttributeEval-1.0.4,,,,,,True,,,
net.sourceforge.purrpackage:purrpackageplaincobertura-maven-plugin,http://purrpackage-mvn.git.sourceforge.net/git/gitweb-index.cgi,,,,,,True,,,
net.stickycode.stereotype:sticky-stereotype-failure,scm:svn:http://source.stickycode.net/tags/net.stickycode.stereotype/sticky-stereotype-failure-2.3,,,,,,True,,,
nz.ac.waikato.cms.weka:multilayerPerceptronCS,https://svn.scms.waikato.ac.nz/svn/weka/tags/multilayerPerceptronCS-1.0.2,,,,,,True,,,
net.sf.ucanaccess:ucanaccess,https://sourceforge.net/p/ucanaccess/git-code/ci/master/tree/,,,,,,True,,,
nz.ac.waikato.cms.weka:kernelLogisticRegression,https://svn.cms.waikato.ac.nz/svn/weka/tags/kernelLogisticRegression-1.0.0,,,,,,True,,,
net.sf.sfac:sfac-launcher,https://svn.code.sf.net/p/sfac/code/tags/sfac-0.8/sfac-launcher,,,,,,True,,,
no.uis.fsws:fsws-client,http://forge.uis.no/projects/fsws-client,,,,,,True,,,
net.stickycode.stereotype:sticky-stereotype-configured,${git.url},,,,,,True,,,
nl.fizzit.maven.plugins:maven-tstamp-plugin,http://java.net/projects/maventstampplugin/sources/svn/tags/maven-tstamp-plugin-1.0,,,,,,True,,,
net.stickycode.bootstrap:sticky-bootstrap-api,scm:svn:http://source.stickycode.net/tags/net.stickycode.bootstrap/sticky-bootstrap-api-3.4,,,,,,True,,,
net.tixxit:delimited-core_2.10,https://tixxit-github/tixxit/delimited,,,,,,True,,,
net.sf.itcb.extension.mojo:itcb-catalog-maker-plugin,http://itcb.svn.sourceforge.net/viewvc/itcb/plugins/itcb-catalog-maker-pluginn/tags/itcb-catalog-maker-plugin-0.0.4,,,,,,True,,,
net.sf.jt400:jt400-jdk9,https://sourceforge.net/p/jt400/svn/HEAD/tree/trunk/,,,,,,True,,,
net.veloxity.sdk:vlxhybrid-deviceId,https://bitbucket.org/veloxity/hybrid-core,,,,,,True,,,
net.sf.aguacate:aguacate,https://sourceforge.net/p/aguacate/web/,,,,,,True,,,
net.sourceforge.parallelcolt:optimization,https://parallelcolt.svn.sourceforge.net/svnroot/parallelcolt,,,,,,True,,,
net.sf.cotelab:CLTestUtilities,http://sourceforge.net/p/cotelab/svn/HEAD/tree/tags/CLTestUtilities-0.0.1,,,,,,True,,,
net.sourceforge.mailprobe:mailprobe,http://mailprobe.svn.sourceforge.net/viewvc/mailprobe/tags/mailprobe-0.5.2,,,,,,True,,,
one.edee.oss:pmptt,https://edee.dev/,,,,,,True,,,
net.sf.squirrel-sql:squirrelsql-plugins-parent-pom,http://squirrel-sql.svn.sourceforge.net/viewvc/squirrel-sql/trunk/sql12/,,,,,,True,,,
net.stickycode.configured:sticky-configured-spring,${git.url},,,,,,True,,,
net.sf.squirrel-sql.thirdparty-non-maven:ilf-gpl,https://sourceforge.net/projects/infonode/files/,,,,,,True,,,
net.sourceforge.openutils:openutils-mgnlmedia,scm:svn:svn+ssh://svn.code.sf.net/p/openutils/code/tags/openutils-mgnlmedia-5.0.10,,,,,,True,,,
net.sf.aguacate.swagger:aguacate-swagger-bom,https://sourceforge.net/p/aguacate/web-swagger-bom/,,,,,,True,,,
nl.littlerobots.cupboard-tools:provider,https://bitbucket.org/littlerobots/cupboard-tools,,,,,,True,,,
net.sf.aguacate:aguacate-servlet,https://sourceforge.net/p/aguacate/git/,,,,,,True,,,
net.urizone:ddmsence,https://code.urizone.net/svn/ddmsence/trunk/,,,,,,True,,,
net.shibboleth.utilities:java-support,https://git.shibboleth.net/view/?p=${project.artifactId}.git,,,,,,True,,,
net.sf.squirrel-sql.thirdparty-non-maven:com-fifesoft-rtext,http://svn.fifesoft.com/viewvc-1.0.5/bin/cgi/viewvc.cgi/RText/?root=RText,,,,,,True,,,
net.thebugmc:result,https://gitlab.com/thebugmc/promise/tree/master,,,,,,True,,,
net.stickycode.plugins:sticky-bounds-plugin,scm:svn:http://source.stickycode.net/tags/net.stickycode.plugins/sticky-bounds-plugin-1.10,,,,,,True,,,
net.sf.seideframework:seide,https://seide.googlecode.com/svn/tags/seide-r02,,,,,,True,,,
net.sourceforge.jadex:jadex-runtimetools,http://jadex.svn.sourceforge.net/viewvc/jadex/,,,,,,True,,,
net.sf.jagg:jagg,http://sourceforge.net/p/jagg/code/tags/jagg-0.9.0,,,,,,True,,,
net.sourceforge.jplasma:core-lapack,http://f2j.cvs.sourceforge.net/viewvc/f2j/,,,,,,True,,,
net.sf.sociaal:ddmlib,http://developer.android.com/tools/index.html,,,,,,True,,,
net.sf.aguacate:aguacate-bom,https://sourceforge.net/p/aguacate/aguacate-bom/,,,,,,True,,,
net.sf.gluebooster.java.booster:gb-basic,${scmViewUrl}${relative.path.after.root},,,,,,True,,,
net.slozzer:babel-hocon_2.13,https://gitlab-ci-token@gitlab.com/slozzer/babel,,,,,,True,,,
net.sourceforge.jexcelapi:jxl,http://jexcelapi.cvs.sourceforge.net/jexcelapi/,,,,,,True,,,
net.sf.beezle.mork:mork,http://beezle.svn.sourceforge.net/viewvc/beezle/mork/tags/mork-1.0.1,,,,,,True,,,
net.sourceforge.rapidprops:rapidprops,git://git.code.sf.net/p/rapidprops/code,,,,,,True,,,
nz.ac.waikato.cms.weka:wekaPython,scm:git:https://git.cms.waikato.ac.nz/weka/weka.git,,,,,,True,,,
net.veloxity.sdk:vlxhybrid-bom,https://bitbucket.org/veloxity/hybrid-core,,,,,,True,,,
nz.ac.waikato.cms.weka:classAssociationRules,https://svn.cms.waikato.ac.nz/svn/weka/tags/classAssociationRules-1.0.3,,,,,,True,,,
net.ulrice:ulrice-core,http://ulrice.googlecode.com/svn/tags/ulrice-0.2.5.18/svn,,,,,,True,,,
net.sf.squirrel-sql.plugins:sqlval,http://sourceforge.net/p/squirrel-sql/git/ci/fe9318bdee3991f010b5b476244e5629c7d8efee/tree,,,,,,True,,,
net.sf.kerner-utils-collections:kerner-utils-collections,git://git.code.sf.net/p/kerner-utils-co/code,,,,,,True,,,
net.sf.gluebooster.java.booster:gb-essentials,${scmViewUrl}${relative.path.after.root},,,,,,True,,,
net.sf.jcgrid:jcgrid,http://jcgrid.cvs.sourceforge.net/jcgrid/,,,,,,True,,,
net.stickycode.ws:sticky-ws-testutils,scm:svn:http://source.stickycode.net/tags/net.stickycode.ws/sticky-ws-testutils-2.1,,,,,,True,,,
net.sf.magicgrouplayout:magicgrouplayout,svn:svn.code.sf.net/p/magicgrouplayout/code/magicgrouplayout-code,,,,,,True,,,
network.particle:unity-bridge,https://particle.network/,,,,,,True,,,
nz.ac.waikato.cms.weka:kfKettle,https://svn.cms.waikato.ac.nz/svn/weka/tags/kfKettle-1.0.5,,,,,,True,,,
net.sf.sociaal:jME3-effects,http://jmonkeyengine.org/,,,,,,True,,,
nl.demon.shadowland.freedumbytes.maven.nvd.backup:nist-nvd-cve,https://gitlab.com/freedumbytes/dependency-check-nist-nvd/tree/master,,,,,,True,,,
net.sourceforge.pah:pah,git://git.code.sf.net/p/pah/code,,,,,,True,,,
net.sf.squirrel-sql.thirdparty-non-maven:org-netbeans-modules-editor-fold,http://www.netbeans.org/community/releases/40/,,,,,,True,,,
net.stickycode.plugins:sticky-wait-plugin,http://code.google.com/p/stickycode/source/browse/#svn/tags/net.stickycode.plugins/sticky-wait-plugin-1.3,,,,,,True,,,
net.sourceforge.tuio:tuio,http://reactivision.cvs.sourceforge.net/viewvc/reactivision/TUIO/TUIO_JAVA/,,,,,,True,,,
net.stickycode:sticky-metadata-reflective,scm:svn:http://source.stickycode.net/tags/net.stickycode/sticky-metadata-reflective-3.2,,,,,,True,,,
net.stickycode.tile:sticky-tile-apicheck,${git.url},,,,,,True,,,
net.sf.beezle.maven.poms:parent,http://beezle.svn.sourceforge.net/viewvc/beezle/parent/tags/parent-1.0.10,,,,,,True,,,
net.sourceforge.purrpackage:purrpackage-maven-plugin,http://purrpackage-mvn.git.sourceforge.net/git/gitweb-index.cgi,,,,,,True,,,
net.stickycode.parent:sticky-parent-tile,${git.url},,,,,,True,,,
net.stickycode.scheduled:sticky-scheduled-spring3,scm:svn:http://source.stickycode.net/tags/net.stickycode.scheduled/sticky-scheduled-spring3-3.2,,,,,,True,,,
nl.entreco.rikken:client-jvm,https://gitlab.com/entreco/rikken,,,,,,True,,,
net.veloxity.sdk:vlxhybrid-bluetooth,https://bitbucket.org/veloxity/hybrid-core,,,,,,True,,,
nz.ac.waikato.cms.weka:kfGroovy,https://svn.cms.waikato.ac.nz/svn/weka/tags/kfGroovy-1.0.12,,,,,,True,,,
net.stickycode:sticky-coercion-resource,scm:svn:http://source.stickycode.net/tags/net.stickycode/sticky-coercion-resource-1.3,,,,,,True,,,
nz.ac.waikato.cms.weka:latentSemanticAnalysis,https://svn.cms.waikato.ac.nz/svn/weka/tags/latentSemanticAnalysis-1.0.5,,,,,,True,,,
net.sf.seaf.mojo:seaf-maven-plugin,http://seaf.svn.sf.net/viewvc/seaf/tags/seaf-maven-plugin/seaf-maven-plugin-0.1,,,,,,True,,,
net.stickycode.tile:sticky-tile-testing,${git.url},,,,,,True,,,
nz.ac.waikato.cms.weka:alternatingDecisionTrees,https://svn.cms.waikato.ac.nz/svn/weka/tags/alternatingDecisionTrees-1.0.5,,,,,,True,,,
net.sf.opendse:opendse-generator,http://hg.code.sf.net/p/opendse/hgroot,,,,,,True,,,
net.sf.squirrel-sql.plugins:mssql,http://sourceforge.net/p/squirrel-sql/git/ci/fe9318bdee3991f010b5b476244e5629c7d8efee/tree,,,,,,True,,,
net.sf.jalarms:jalarms,http://jalarms.svn.sourceforge.net/viewvc/jalarms/tags/jalarms-1.5.2,,,,,,True,,,
net.taler:akono,https://git.taler.net/akono.git/,,,,,,True,,,
nz.ac.waikato.cms.weka:citationKNN,https://svn.scms.waikato.ac.nz/svn/weka/tags/citationKNN-1.0.2,,,,,,True,,,
net.sourceforge.openutils:openutils-mgnlrules,scm:svn:svn+ssh://svn.code.sf.net/p/openutils/code/tags/openutils-mgnlrules-5.0.10,,,,,,True,,,
net.sf.sf3jswing:kernel,https://bitbucket.org/b23prodtm/sf3-jxakn,,,,,,True,,,
net.smartam.leeloo:oauth2-dynamicreg-common,http://bitbucket.org/smartproject/oauth-2.0,,,,,,True,,,
nl.coffeeit.bagtag:bagtag-library,No url,,,,,,True,,,
net.sourceforge.openutils:openutils-mgnltests,scm:svn:https://svn.openmindonline.it/repos/magnolia/openutils/tags/openutils-mgnltests-5.2.0,,,,,,True,,,
net.sf.doolin:javadocking,-,,,,,,True,,,
network.particle:mpc-core,https://particle.network,,,,,,True,,,
net.stickycode.mockwire:sticky-mockwire-spring25,http://code.google.com/p/stickycode/source/browse/#svn/tags/net.stickycode.mockwire/sticky-mockwire-spring25-5.5,,,,,,True,,,
net.sf.aguacate.scheduler:aguacate-scheduler-bom,https://sourceforge.net/p/aguacate/aguacate-scheduler-bom/,,,,,,True,,,
net.sourceforge.floggy:eclipse-floggy-plugin,http://floggy.svn.sourceforge.net/viewvc/floggy/tags/floggy-1.4.0/eclipse-floggy-plugin,,,,,,True,,,
no.tornado:web,https://opensource.subversion.no/twf/web/trunk,,,,,,True,,,
net.sf.openymsg:openymsg,http://openymsg.svn.sourceforge.net/svnroot/openymsg/tags/openymsg-0.6.3,,,,,,True,,,
nl.tvos.sdi4j:sdi4j-parent,${env.CI_PROJECT_URL},,,,,,True,,,
net.sourceforge.fiftyone-java:51Degrees.mobi.detection.premium,http://fiftyone-java.svn.sourceforge.net/svnroot/fiftyone-java/m2-repo,,,,,,True,,,
net.veloxity.sdk:vlxhybrid-core-models,https://bitbucket.org/veloxity/hybrid-core,,,,,,True,,,
net.sourceforge.html5valdialect:html5valdialect,https://svn.code.sf.net/p/html5valdialect/code/tags/html5valdialect-2.1.2,,,,,,True,,,
no.uis:parent-pom,http://forge.uis.no/projects/uis-parent-pom/repository,,,,,,True,,,
net.sf.ij-plugins:ijp-scala-console_2.12.0-M4,http://sourceforge.net/projects/ij-plugins/,,,,,,True,,,
nz.ac.waikato.cms.weka:iterativeAbsoluteErrorRegression,https://svn.cms.waikato.ac.nz/svn/weka/tags/iterativeAbsoluteErrorRegression-1.0.0,,,,,,True,,,
network.particle:web3j,https://particle.network/,,,,,,True,,,
net.stickycode.configuration:sticky-configuration-api,scm:svn:http://source.stickycode.net/tags/net.stickycode.configuration/sticky-configuration-api-2.3,,,,,,True,,,
nz.ac.waikato.cms.weka:gridSearch,https://svn.cms.waikato.ac.nz/svn/weka/tags/gridSearch-1.0.12,,,,,,True,,,
nz.ac.waikato.cms.weka:raceSearch,https://svn.scms.waikato.ac.nz/svn/weka/tags/raceSearch-1.0.2,,,,,,True,,,
nz.ac.waikato.cms.weka:phmm4weka,https://phmm4weka.svn.sourceforge.net/svnroot/phmm4weka/trunk,,,,,,True,,,
nz.ac.waikato.cms.weka:ensembleLibrary,https://svn.scms.waikato.ac.nz/svn/weka/tags/ensembleLibrary-1.0.4,,,,,,True,,,
net.sf.ingenias:swixml,http://www.swixml.org,,,,,,True,,,
nl.entreco.rikken:client,https://gitlab.com/entreco/rikken,,,,,,True,,,
net.windwards:options-parent,https://bitbucket.org/quest/options,,,,,,True,,,
net.sf.layoutparser:layoutParser,https://sourceforge.net/p/layoutparser/mercurial/,,,,,,True,,,
net.sf.moholy:moholy,http://moholy.git.sourceforge.net/git/gitweb-index.cgi,,,,,,True,,,
nz.ac.waikato.cms.weka:XMeans,https://svn.cms.waikato.ac.nz/svn/weka/tags/XMeans-1.0.6,,,,,,True,,,
net.sf.doolin:doolin-busext,http://doolin-guif.hg.sourceforge.net:8000/hgroot/doolin-guif/doolin-busext,,,,,,True,,,
net.sf.r4h:repository4hibernate-parent,http://sourceforge.net/p/r4h/code/,,,,,,True,,,
net.sourceforge.kivu4j:parent,scm:svn:http://svn.code.sf.net/p/kivu4j/code-0/tags/parent-3,,,,,,True,,,
net.sf.ij-plugins:ijp-scala-console_2.10,http://sourceforge.net/projects/ij-plugins/,,,,,,True,,,
net.sf.okapi.longhorn:longhorn-js-client,https://bitbucket.org/okapiframework/longhorn-js-client.git,,,,,,True,,,
net.sourceforge.javydreamercsw:Ouput-Handler,https://bitbucket.org/javydreamercsw/output-handler/src,,,,,,True,,,
net.sf.fastupload:fastupload-core,scm:git:git://git.code.sf.net/p/fastupload/code,,,,,,True,,,
net.sf.squirrel-sql.thirdparty-non-maven:java-cup,http://www2.in.tum.de:8080/cup2/browser,,,,,,True,,,
net.stickycode.composite:sticky-composite-cxf-soap-http,scm:svn:http://source.stickycode.net/tags/net.stickycode.composite/sticky-composite-cxf-soap-http-2.1,,,,,,True,,,
net.sourceforge.rconed:rconed,http://rconed.svn.sourceforge.net/tags/rconed-2.4.0,,,,,,True,,,
net.sf.joesnmp:joesnmp,http://joesnmp.cvs.sourceforge.net/viewvc/joesnmp/,,,,,,True,,,
net.stickycode.configured:sticky-configured-tck,scm:svn:http://source.stickycode.net/tags/net.stickycode.configured/sticky-configured-tck-6.4,,,,,,True,,,
net.sf.squirrel-sql.plugins:i18n,http://sourceforge.net/p/squirrel-sql/git/ci/fe9318bdee3991f010b5b476244e5629c7d8efee/tree,,,,,,True,,,
net.sf.aspect4log:aspect4log,http://sourceforge.net/p/aspect4log/code/,,,,,,True,,,
net.sourceforge.cobertura:cobertura-reactor,${reactor.url.remote.prefix}/${reactor.name},,,,,,True,,,
net.stickycode.deploy.sample:sticky-deployer-sample-helloworld,scm:svn:http://source.stickycode.net/tags/net.stickycode.deploy.sample/sticky-deployer-sample-helloworld-1.4,,,,,,True,,,
net.veloxity.sdk:vlxhybrid-applist,https://bitbucket.org/veloxity/hybrid-core,,,,,,True,,,
net.sf.sociaal:jME3-desktop,http://jmonkeyengine.org/,,,,,,True,,,
net.sf.flexjson:flexjson,https://svn.code.sf.net/p/flexjson/code/tags/flexjson-3.3,,,,,,True,,,
net.sourceforge.schemaspy:schemaspy,http://schemaspy.svn.sourceforge.net/viewvc/schemaspy/,,,,,,True,,,
net.stickycode.resource:sticky-resource-coercion,scm:svn:http://source.stickycode.net/tags/net.stickycode.resource/sticky-resource-coercion-3.3,,,,,,True,,,
net.windwards:asynchrmi-parent,https://bitbucket.org/quest/asynchrmi,,,,,,True,,,
nz.ac.waikato.cms.weka:prefuseGraph,https://svn.cms.waikato.ac.nz/svn/weka/tags/prefuseGraph-1.0.4,,,,,,True,,,
net.sf.squirrel-sql:maven-utils,http://squirrel-sql.svn.sourceforge.net/viewvc/squirrel-sql/tags/maven-utils-1.0.0,,,,,,True,,,
net.sf.opk:embedded-glassfish-web-plugin,http://svn.code.sf.net/p/opk/code/embedded-glassfish-web-plugin/tags/embedded-glassfish-web-plugin-2.1,,,,,,True,,,
net.stickycode.scheduled:sticky-scheduled-api,scm:svn:http://source.stickycode.net/tags/net.stickycode.scheduled/sticky-scheduled-api-3.3,,,,,,True,,,
net.sf.xolite:xo-lite,https://xo-lite.svn.sourceforge.net/svnroot/xo-lite/tags/xo-lite-1.0/xo-lite,,,,,,True,,,
net.sf.j8583:j8583,https://bitbucket.org/chochos/j8583,,,,,,True,,,
net.sourceforge.openutils:openutils-mgnltasks,scm:svn:svn+ssh://svn.code.sf.net/p/openutils/code/tags/openutils-mgnltasks-5.0.10,,,,,,True,,,
online.terrageo.gjson:terrageo-gjson,https://bitbucket.org/terrayazilim/terrageo-gjson,,,,,,True,,,
net.sf.corn:corn-exception,http://svn.code.sf.net/p/corn/corn-exception/code/corn-exception/tags/corn-exception-1.0.6,,,,,,True,,,
net.sourceforge.pjl-comp-filter:pjl-comp-filter,http://pjl-comp-filter.cvs.sourceforge.net/pjl-comp-filter,,,,,,True,,,
no.tornado:inject,https://opensource.subversion.no/inject/trunk,,,,,,True,,,
net.sf.squirrel-sql.plugins:editextras,http://sourceforge.net/p/squirrel-sql/git/ci/fe9318bdee3991f010b5b476244e5629c7d8efee/tree,,,,,,True,,,
nz.ac.waikato.cms.weka:associationRulesVisualizer,https://svn.scms.waikato.ac.nz/svn/weka/tags/associationRulesVisualizer-1.0.2,,,,,,True,,,
nl.coffeeit.aroma:bottomsheet,https://coffeeit.nl,,,,,,True,,,
nl.littlerobots.bundles:frozen-annotation,https://bitbucket.org/littlerobots/bundles,,,,,,True,,,
ng.nownow.newland.emv:NewlandEMVL3,https://bitbucket.org/nownowfintech/agent_app_android,,,,,,True,,,
nl.bebr.appoptics:appoptics-metrics,http://bitbucket.org/bebr/custom-metrics,,,,,,True,,,
nl.entreco.rikken:server,https://gitlab.com/entreco/rikken,,,,,,True,,,
net.vsame:url2sql,git@git.oschina.net:gaollg/Url2Sql.git,,,,,,True,,,
nz.ac.waikato.cms.weka:fastCorrBasedFS,https://svn.scms.waikato.ac.nz/svn/weka/tags/fastCorrBasedFS-1.0.2,,,,,,True,,,
net.sf.psl-library:psl,https://svn.code.sf.net/p/psl-library/code/tags/psl-1.3,,,,,,True,,,
net.ulrice:ulrice-databinding,http://ulrice.googlecode.com/svn/tags/ulrice-0.2.5.18/svn,,,,,,True,,,
net.sourceforge.jweather:jweather,http://jweather.svn.sourceforge.net/viewvc/jweather/tags/jweather-0.3.0,,,,,,True,,,
net.sf.jali:common,http://developer.android.com/tools/index.html,,,,,,True,,,
net.sf.squirrel-sql.plugins:sessionscript,http://sourceforge.net/p/squirrel-sql/git/ci/fe9318bdee3991f010b5b476244e5629c7d8efee/tree,,,,,,True,,,
net.sf.testium:perl-testium-plugin,ssh://testium.git.sourceforge.net/gitroot/testium/perl_plugin,,,,,,True,,,
net.sourceforge.kivu4j:job,scm:svn:http://svn.code.sf.net/p/kivu4j/code-0/tags/job-1.0,,,,,,True,,,
net.sf.matrixjavalib:genesis,http://code.google.com/p/matrixjavalib/source/browse/main/tags/genesis-33,,,,,,True,,,
net.sf.kerner-utils-jsf:kerner-utils-jsf,git://kerner-utils-js.git.sourceforge.net/gitroot/kerner-utils-js/kerner-utils-js,,,,,,True,,,
nz.ac.waikato.cms.weka:streamingUnivariateStats,https://svn.cms.waikato.ac.nz/svn/weka/tags/streamingUnivariateStats-1.0.1,,,,,,True,,,
net.sf.wsag4j:wsag4j,https://wsag4j.svn.sourceforge.net/svnroot/wsag4j/framework/tags/wsag4j-2.0.0,,,,,,True,,,
net.sf.cotelab:Euler,http://sourceforge.net/p/cotelab/svn/HEAD/tree/trunk/Euler/,,,,,,True,,,
net.stickycode.bootstrap:sticky-bootstrap-guice4,${git.url},,,,,,True,,,
net.smartam.leeloo:oauth2-integration-tests,http://bitbucket.org/smartproject/oauth-2.0,,,,,,True,,,
net.vskor.sdk:vscoresdk,https://bitbucket.org/veloxity/vskor-ondevice/,,,,,,True,,,
net.ulrice:ulrice-sample,http://ulrice.googlecode.com/svn/tags/ulrice-0.2.5.18/svn,,,,,,True,,,
net.sf.maven-autotools:maven-autotools,http://maven-autotools.git.sourceforge.net/git/gitweb.cgi?p=maven-autotools/maven-autotools;a=summary,,,,,,True,,,
net.sf.ipsedixit:ipsedixit,http://ipsedixit.svn.sourceforge.net/viewvc/ipsedixit/tags/ipsedixit-1.0.2,,,,,,True,,,
net.urosk.mifss:mifss.client,https://gitlab.com/mifss/mifss-client,,,,,,True,,,
nl.coffeeit.aroma:constants,https://coffeeit.nl,,,,,,True,,,
nz.ac.waikato.cms.weka:distributedWekaHadoop,https://svn.cms.waikato.ac.nz/svn/weka/tags/distributedWekaHadoop-1.0.15,,,,,,True,,,
net.stickycode.deploy:sticky-deployer-embedded,scm:svn:http://source.stickycode.net/tags/net.stickycode.deploy/sticky-deployer-embedded-0.9,,,,,,True,,,
net.sourceforge.openutils:openutils-mgnlutils,scm:svn:svn+ssh://svn.code.sf.net/p/openutils/code/tags/openutils-mgnlutils-5.0.10,,,,,,True,,,
nz.ac.waikato.cms.weka:SMOTE,https://svn.cms.waikato.ac.nz/svn/weka/tags/SMOTE-1.0.3,,,,,,True,,,
nz.ac.waikato.cms.weka:realAdaBoost,https://svn.scms.waikato.ac.nz/svn/weka/tags/realAdaBoost-1.0.2,,,,,,True,,,
net.sf.logdistiller:parent,https://sourceforge.net/p/logdistiller/code/HEAD/tree/utils/tags/parent-3,,,,,,True,,,
net.sf.squirrel-sql.plugins:firebird,http://sourceforge.net/p/squirrel-sql/git/ci/fe9318bdee3991f010b5b476244e5629c7d8efee/tree,,,,,,True,,,
nl.basjes.energy:energy-parent,https://energy.basjes.nl,,,,,,True,,,
net.sourceforge.schemacrawler:schemacrawler,https://schemacrawler.svn.sourceforge.net/svnroot/schemacrawler,,,,,,True,,,
nz.co.senanque:maduraconfiguration,http://maduraconfiguration.googlecode.com/svn/trunk,,,,,,True,,,
nl.praegus:toolchain-winium-fixtures,https://gitlab.com/praegus/toolchain-winium-fixtures.git,,,,,,True,,,
network.particle:auth-service-browser,https://particle.network/,,,,,,True,,,
net.sf.squirrel-sql.plugins:squirrelsql-plugins-assembly-descriptor,http://sourceforge.net/p/squirrel-sql/git/ci/fe9318bdee3991f010b5b476244e5629c7d8efee/tree,,,,,,True,,,
net.sf.jsefa:jsefa-parent,http://jsefa.svn.sourceforge.net/viewvc/jsefa/trunk/,,,,,,True,,,
net.sf.snmpadaptor4j:snmpAdaptor4j,scm:svn:http://svn.code.sf.net/p/snmpadaptor4j/code/tags/v1.1,,,,,,True,,,
net.sf.doolin:doolin,http://doolin-guif.hg.sourceforge.net:8000/hgroot/doolin-guif/doolin-guif,,,,,,True,,,
net.sf.sevenzipjbinding:sevenzipjbinding-all-windows,https://git.code.sf.net/p/sevenzipjbind/code,,,,,,True,,,
net.sf.fastupload:fastupload-springmvc,scm:git:git://git.code.sf.net/p/fastupload-smvc/code,,,,,,True,,,
net.sf.ingenias:jadeTools,http://jade.tilab.com,,,,,,True,,,
net.sourceforge.openutils:openutils-mgnlcontrols,scm:svn:svn+ssh://svn.code.sf.net/p/openutils/code/tags/openutils-mgnlcontrols-5.0.10,,,,,,True,,,
net.sf.squirrel-sql.plugins:netezza,http://sourceforge.net/p/squirrel-sql/git/ci/fe9318bdee3991f010b5b476244e5629c7d8efee/tree,,,,,,True,,,
net.stickycode.mockwire:sticky-mockwire-spring3,scm:svn:http://source.stickycode.net/tags/net.stickycode.mockwire/sticky-mockwire-spring3-9.3,,,,,,True,,,
net.sf.xradar:xradar,http://xradar.svn.sourceforge.net/viewvc/xradar/trunk,,,,,,True,,,
net.stickycode.scheduled:sticky-scheduled-guice3,scm:svn:http://source.stickycode.net/tags/net.stickycode.scheduled/sticky-scheduled-guice3-1.3,,,,,,True,,,
no.dervis:java-starter,${repository.url},,,,,,True,,,
net.sf.squirrel-sql.plugins:db2,http://sourceforge.net/p/squirrel-sql/git/ci/fe9318bdee3991f010b5b476244e5629c7d8efee/tree,,,,,,True,,,
net.sourceforge.cssparser:cssparser,http://svn.code.sf.net/p/cssparser/code/trunk/cssparser,,,,,,True,,,
net.sf.itcb.archetype:common-archetype,http://itcb.svn.sourceforge.net/viewvc/itcb/archetype/common-archetype/tags/common-archetype-0.0.1,,,,,,True,,,
net.sf.jmpi:jmpi-solver-mosek,http://hg.code.sf.net/p/jmpi/hgroot,,,,,,True,,,
no.nav.common:time,http://stash.devillo.no/scm/common/time.git,,,,,,True,,,
net.stepniak.api:auth,scm:git:git@bitbucket.org:zenedith/api-auth.git,,,,,,True,,,
net.sf.minuteproject:mp-bsla-jpa,http://svn.code.sf.net/p/minuteproject/code,,,,,,True,,,
net.sourceforge.openutils:openutils-mgnlcache,scm:svn:svn+ssh://svn.code.sf.net/p/openutils/code/tags/openutils-mgnlcache-5.0.10,,,,,,True,,,
net.sf.ingenias:jadeMisc,http://jade.tilab.com,,,,,,True,,,
