full_name,github_owner,github_repo,data_class,combined_name,group_id,artifact_id,cve_id,severity,cve_patched,cve_publish_date,cve_duration,start_version,start_version_timestamp,start_version_date,end_version,end_version_timestamp,end_version_date,patched_version,patched_version_timestamp,patched_version_date,latest_version,api_id,api_aliases,scm_url,github_url,github_api_url,patched_release_id
keycloak/keycloak,keycloak,keycloak,0,org.keycloak:keycloak-parent,org.keycloak,keycloak-parent,CVE-2022-2256,MODERATE,True,2022-09-23T16:32:51Z,-812639000,1.0-alpha-1-12062013,1386338528000,2013-12-06,19.0.1,1659090988000,2022-07-29,19.0.2,1663138132000.0,2022-09-14,25.0.4,GHSA-w9mf-83w3-fv49,CVE-2022-2256,http://github.com/keycloak/keycloak/tree/master/,https://github.com/keycloak/keycloak,https://api.github.com/repos/keycloak/keycloak,org.keycloak:keycloak-parent:19.0.2
keycloak/keycloak,keycloak,keycloak,0,org.keycloak:keycloak-parent,org.keycloak,keycloak-parent,CVE-2017-12160,HIGH,True,2022-05-13T01:23:16Z,-143371359000,1.0-alpha-1-12062013,1386338528000,2013-12-06,3.3.0.CR2,1505209892000,2017-09-12,3.3.0.Final,1509033637000.0,2017-10-26,25.0.4,GHSA-qc72-gfvw-76h7,CVE-2017-12160,http://github.com/keycloak/keycloak/tree/master/,https://github.com/keycloak/keycloak,https://api.github.com/repos/keycloak/keycloak,org.keycloak:keycloak-parent:3.3.0.Final
keycloak/keycloak,keycloak,keycloak,0,org.keycloak:keycloak-parent,org.keycloak,keycloak-parent,CVE-2020-14366,HIGH,True,2022-02-09T00:58:03Z,-36237371000,1.0-alpha-1-12062013,1386338528000,2013-12-06,11.0.3,1604581852000,2020-11-05,12.0.0,1608130912000.0,2020-12-16,25.0.4,GHSA-cp67-8w3w-6h9c,CVE-2020-14366,http://github.com/keycloak/keycloak/tree/master/,https://github.com/keycloak/keycloak,https://api.github.com/repos/keycloak/keycloak,org.keycloak:keycloak-parent:12.0.0
keycloak/keycloak,keycloak,keycloak,0,org.keycloak:keycloak-parent,org.keycloak,keycloak-parent,CVE-2021-3461,HIGH,True,2022-04-03T00:01:01Z,-24941949000,1.0-alpha-1-12062013,1386338528000,2013-12-06,13.0.1,1621934507000,2021-05-25,14.0.0,1624002112000.0,2021-06-18,25.0.4,GHSA-cm29-6wx7-p874,CVE-2021-3461,http://github.com/keycloak/keycloak/tree/master/,https://github.com/keycloak/keycloak,https://api.github.com/repos/keycloak/keycloak,org.keycloak:keycloak-parent:14.0.0
keycloak/keycloak,keycloak,keycloak,0,org.keycloak:keycloak-parent,org.keycloak,keycloak-parent,CVE-2020-10748,MODERATE,True,2022-02-09T00:56:37Z,-53275905000,1.0-alpha-1-12062013,1386338528000,2013-12-06,10.0.1,1588929337000,2020-05-08,10.0.2,1591092292000.0,2020-06-02,25.0.4,GHSA-hgpg-593r-hhvp,CVE-2020-10748,http://github.com/keycloak/keycloak/tree/master/,https://github.com/keycloak/keycloak,https://api.github.com/repos/keycloak/keycloak,org.keycloak:keycloak-parent:10.0.2
keycloak/keycloak,keycloak,keycloak,0,org.keycloak:keycloak-parent,org.keycloak,keycloak-parent,CVE-2022-4137,HIGH,True,2023-03-01T17:38:56Z,-733473000,1.0-alpha-1-12062013,1386338528000,2013-12-06,20.0.4,1676878311000,2023-02-20,20.0.5,1676958863000.0,2023-02-20,25.0.4,GHSA-9hhc-pj4w-w5rv,CVE-2022-4137,http://github.com/keycloak/keycloak/tree/master/,https://github.com/keycloak/keycloak,https://api.github.com/repos/keycloak/keycloak,org.keycloak:keycloak-parent:20.0.5
keycloak/keycloak,keycloak,keycloak,0,org.keycloak:keycloak-parent,org.keycloak,keycloak-parent,CVE-2022-3782,CRITICAL,True,2022-12-13T19:44:56Z,-21504000,1.0-alpha-1-12062013,1386338528000,2013-12-06,20.0.1,1667850810000,2022-11-07,20.0.2,1670939192000.0,2022-12-13,25.0.4,GHSA-g8q8-fggx-9r3q,CVE-2022-3782,http://github.com/keycloak/keycloak/tree/master/,https://github.com/keycloak/keycloak,https://api.github.com/repos/keycloak/keycloak,org.keycloak:keycloak-parent:20.0.2
keycloak/keycloak,keycloak,keycloak,0,org.keycloak:keycloak-parent,org.keycloak,keycloak-parent,CVE-2020-1717,LOW,True,2022-02-09T00:59:06Z,-70533360000,1.0-alpha-1-12062013,1386338528000,2013-12-06,7.0.1,1571645440000,2019-10-21,8.0.0,1573834986000.0,2019-11-15,25.0.4,GHSA-rvfc-g8j5-9ccf,CVE-2020-1717,http://github.com/keycloak/keycloak/tree/master/,https://github.com/keycloak/keycloak,https://api.github.com/repos/keycloak/keycloak,org.keycloak:keycloak-parent:8.0.0
keycloak/keycloak,keycloak,keycloak,0,org.keycloak:keycloak-parent,org.keycloak,keycloak-parent,CVE-2021-3513,HIGH,True,2022-08-23T00:00:17Z,-40912696000,1.0-alpha-1-12062013,1386338528000,2013-12-06,12.0.4,1614582690000,2021-03-01,13.0.0,1620300121000.0,2021-05-06,25.0.4,GHSA-xv7h-95r7-595j,CVE-2021-3513,http://github.com/keycloak/keycloak/tree/master/,https://github.com/keycloak/keycloak,https://api.github.com/repos/keycloak/keycloak,org.keycloak:keycloak-parent:13.0.0
keycloak/keycloak,keycloak,keycloak,1,org.keycloak:keycloak-parent,org.keycloak,keycloak-parent,CVE-2023-6927,MODERATE,True,2023-12-19T00:30:21Z,1774729000,1.0-alpha-1-12062013,1386338528000,2013-12-06,23.0.3,1702647322000,2023-12-15,23.0.4,1704720550000.0,2024-01-08,25.0.4,GHSA-3p75-q5cc-qmj7,CVE-2023-6927,http://github.com/keycloak/keycloak/tree/master/,https://github.com/keycloak/keycloak,https://api.github.com/repos/keycloak/keycloak,org.keycloak:keycloak-parent:23.0.4
keycloak/keycloak,keycloak,keycloak,0,org.keycloak:keycloak-parent,org.keycloak,keycloak-parent,CVE-2020-1694,MODERATE,True,2022-02-09T00:57:02Z,-56220292000,1.0-alpha-1-12062013,1386338528000,2013-12-06,9.0.3,1586855823000,2020-04-14,10.0.0,1588147930000.0,2020-04-29,25.0.4,GHSA-72j4-94rx-cr6w,CVE-2020-1694,http://github.com/keycloak/keycloak/tree/master/,https://github.com/keycloak/keycloak,https://api.github.com/repos/keycloak/keycloak,org.keycloak:keycloak-parent:10.0.0
keycloak/keycloak,keycloak,keycloak,0,org.keycloak:keycloak-parent,org.keycloak,keycloak-parent,CVE-2022-2668,HIGH,True,2022-09-23T16:32:32Z,-812620000,1.0-alpha-1-12062013,1386338528000,2013-12-06,19.0.1,1659090988000,2022-07-29,19.0.2,1663138132000.0,2022-09-14,25.0.4,GHSA-wf7g-7h6h-678v,CVE-2022-2668,http://github.com/keycloak/keycloak/tree/master/,https://github.com/keycloak/keycloak,https://api.github.com/repos/keycloak/keycloak,org.keycloak:keycloak-parent:19.0.2
keycloak/keycloak,keycloak,keycloak,0,org.keycloak:keycloak-parent,org.keycloak,keycloak-parent,CVE-2022-3916,MODERATE,True,2022-12-13T19:44:33Z,-21481000,1.0-alpha-1-12062013,1386338528000,2013-12-06,20.0.1,1667850810000,2022-11-07,20.0.2,1670939192000.0,2022-12-13,25.0.4,GHSA-97g8-xfvw-q4hg,CVE-2022-3916,http://github.com/keycloak/keycloak/tree/master/,https://github.com/keycloak/keycloak,https://api.github.com/repos/keycloak/keycloak,org.keycloak:keycloak-parent:20.0.2
keycloak/keycloak,keycloak,keycloak,0,org.keycloak:keycloak-parent,org.keycloak,keycloak-parent,CVE-2020-10758,HIGH,True,2022-02-09T00:56:51Z,-46371219000,1.0-alpha-1-12062013,1386338528000,2013-12-06,11.0.0,1595412374000,2020-07-22,11.0.1,1597996992000.0,2020-08-21,25.0.4,GHSA-52rg-hpwq-qp56,CVE-2020-10758,http://github.com/keycloak/keycloak/tree/master/,https://github.com/keycloak/keycloak,https://api.github.com/repos/keycloak/keycloak,org.keycloak:keycloak-parent:11.0.1
keycloak/keycloak,keycloak,keycloak,0,org.keycloak:keycloak-parent,org.keycloak,keycloak-parent,CVE-2019-14910,CRITICAL,True,2022-05-24T17:02:42Z,-79576776000,7.0.0,1566645458000,2019-08-24,7.0.1,1571645440000,2019-10-21,8.0.0,1573834986000.0,2019-11-15,25.0.4,GHSA-jf86-9434-f8c2,CVE-2019-14910,https://github.com/keycloak/keycloak/tree/master/,https://github.com/keycloak/keycloak,https://api.github.com/repos/keycloak/keycloak,org.keycloak:keycloak-parent:8.0.0
keycloak/keycloak,keycloak,keycloak,0,org.keycloak:keycloak-parent,org.keycloak,keycloak-parent,CVE-2019-14909,HIGH,True,2022-05-24T17:02:40Z,-79576774000,7.0.0,1566645458000,2019-08-24,7.0.1,1571645440000,2019-10-21,8.0.0,1573834986000.0,2019-11-15,25.0.4,GHSA-fv4q-wm8c-wjg4,CVE-2019-14909,https://github.com/keycloak/keycloak/tree/master/,https://github.com/keycloak/keycloak,https://api.github.com/repos/keycloak/keycloak,org.keycloak:keycloak-parent:8.0.0
keycloak/keycloak,keycloak,keycloak,0,org.keycloak:keycloak-parent,org.keycloak,keycloak-parent,CVE-2021-20222,HIGH,True,2021-05-13T22:29:51Z,-7483179000,9.0.0,1581940239000,2020-02-17,12.0.2,1610981811000,2021-01-18,12.0.3,1613461812000.0,2021-02-16,25.0.4,GHSA-2mq8-99q7-55wx,CVE-2021-20222,https://github.com/keycloak/keycloak/tree/master/,https://github.com/keycloak/keycloak,https://api.github.com/repos/keycloak/keycloak,org.keycloak:keycloak-parent:12.0.3
netty/netty,netty,netty,0,io.netty:netty-parent,io.netty,netty-parent,CVE-2015-2156,HIGH,True,2020-06-30T21:01:21Z,-205831454000,4.0.0.Final,1373896974000,2013-07-15,4.0.27.Final,1427990808000,2015-04-02,5.0.0.Alpha1,1387719427000.0,2013-12-22,4.2.0.Alpha3,GHSA-xfv3-rrfm-f2rv,CVE-2015-2156,https://github.com/netty/netty,https://github.com/netty/netty,https://api.github.com/repos/netty/netty,io.netty:netty-parent:5.0.0.Alpha1
netty/netty,netty,netty,2,io.netty:netty,io.netty,netty,BIT-zookeeper-2021-21295,MODERATE,False,2021-03-30T15:10:38Z,113748121398,3.3.0.Final,1326948878000,2012-01-18,3.10.6.Final,1467204327000,2016-06-29,,,,3.10.6.Final,GHSA-f256-j965-7f32,"BIT-zookeeper-2021-21295, CVE-2021-21295, CVE-2021-21409, GHSA-wm47-8v5p-wjpj",https://github.com/netty/netty,https://github.com/netty/netty,https://api.github.com/repos/netty/netty,
netty/netty,netty,netty,2,io.netty:netty,io.netty,netty,CVE-2021-37136,HIGH,False,2021-09-09T17:11:21Z,99657678398,3.3.0.Final,1326948878000,2012-01-18,3.10.6.Final,1467204327000,2016-06-29,,,,3.10.6.Final,GHSA-grg4-wf29-r9vv,CVE-2021-37136,https://github.com/netty/netty,https://github.com/netty/netty,https://api.github.com/repos/netty/netty,
netty/netty,netty,netty,2,io.netty:netty,io.netty,netty,CVE-2021-43797,MODERATE,False,2021-12-09T19:09:17Z,91788202397,3.3.0.Final,1326948878000,2012-01-18,3.10.6.Final,1467204327000,2016-06-29,,,,3.10.6.Final,GHSA-wx5j-54mm-rqqq,CVE-2021-43797,https://github.com/netty/netty,https://github.com/netty/netty,https://api.github.com/repos/netty/netty,
netty/netty,netty,netty,2,io.netty:netty,io.netty,netty,CVE-2019-20445,MODERATE,False,2020-02-21T18:55:04Z,148553855397,3.3.0.Final,1326948878000,2012-01-18,3.10.6.Final,1467204327000,2016-06-29,,,,3.10.6.Final,GHSA-p2v9-g2qv-p635,CVE-2019-20445,https://github.com/netty/netty,https://github.com/netty/netty,https://api.github.com/repos/netty/netty,
netty/netty,netty,netty,0,io.netty:netty,io.netty,netty,CVE-2015-2156,HIGH,True,2020-06-30T21:01:21Z,-251620393000,3.3.0.Final,1326948878000,2012-01-18,3.10.2.Final,1431074624000,2015-05-08,4.0.0.Alpha1,1341930488000.0,2012-07-10,3.10.6.Final,GHSA-xfv3-rrfm-f2rv,CVE-2015-2156,https://github.com/netty/netty,https://github.com/netty/netty,https://api.github.com/repos/netty/netty,io.netty:netty:4.0.0.Alpha1
netty/netty,netty,netty,2,io.netty:netty,io.netty,netty,CVE-2021-21290,MODERATE,False,2021-02-08T21:17:48Z,118046091398,3.3.0.Final,1326948878000,2012-01-18,3.10.6.Final,1467204327000,2016-06-29,,,,3.10.6.Final,GHSA-5mcr-gq6c-3hq2,"CVE-2021-21290, CVE-2022-24823, GHSA-269q-hmxg-m83q",https://github.com/netty/netty,https://github.com/netty/netty,https://api.github.com/repos/netty/netty,
netty/netty,netty,netty,2,io.netty:netty,io.netty,netty,CVE-2021-37137,HIGH,False,2021-09-09T17:11:31Z,99657668397,3.3.0.Final,1326948878000,2012-01-18,3.10.6.Final,1467204327000,2016-06-29,,,,3.10.6.Final,GHSA-9vjp-v76f-g363,CVE-2021-37137,https://github.com/netty/netty,https://github.com/netty/netty,https://api.github.com/repos/netty/netty,
netty/netty,netty,netty,2,io.netty:netty,io.netty,netty,CVE-2019-20444,CRITICAL,False,2020-02-21T18:55:24Z,148553835397,3.3.0.Final,1326948878000,2012-01-18,3.10.6.Final,1467204327000,2016-06-29,,,,3.10.6.Final,GHSA-cqqj-4p63-rrmm,CVE-2019-20444,https://github.com/netty/netty,https://github.com/netty/netty,https://api.github.com/repos/netty/netty,
zaproxy/zaproxy,zaproxy,zaproxy,1,org.zaproxy:zap,org.zaproxy,zap,CVE-2022-27820,MODERATE,True,2022-03-25T00:00:34Z,18718735000,2.5.0,1474279484000,2016-09-19,2.11.1,1639241797000,2021-12-11,2.12.0,1666885169000.0,2022-10-27,2.15.0,GHSA-j7xg-5549-jr3j,CVE-2022-27820,https://github.com/zaproxy/zaproxy,https://github.com/zaproxy/zaproxy,https://api.github.com/repos/zaproxy/zaproxy,org.zaproxy:zap:2.12.0
wso2/transport-http,wso2,transport-http,0,org.wso2.transport.http:org.wso2.transport.http.netty,org.wso2.transport.http,org.wso2.transport.http.netty,CVE-2019-10797,MODERATE,True,2022-02-09T22:35:29Z,-63135922000,6.0.50,1511355513000,2017-11-22,6.2.30,1571647941000,2019-10-21,6.3.1,1581310207000.0,2020-02-09,6.3.47,GHSA-rvpc-w57p-q95f,"CVE-2019-10797, SNYK-JAVA-ORGWSO2TRANSPORTHTTP-548944",https://github.com/wso2/transport-http.git,https://github.com/wso2/transport-http,https://api.github.com/repos/wso2/transport-http,org.wso2.transport.http:org.wso2.transport.http.netty:6.3.1
aws/aws-sdk-java,aws,aws-sdk-java,0,com.amazonaws:aws-java-sdk-s3,com.amazonaws,aws-java-sdk-s3,CVE-2022-31159,HIGH,True,2022-07-15T20:44:55Z,-87175000,1.9.0,1412794015000,2014-10-08,1.12.260,1657753183000,2022-07-13,1.12.261,1657830720000.0,2022-07-14,1.12.770,GHSA-c28r-hw5m-5gv3,CVE-2022-31159,https://github.com/aws/aws-sdk-java.git,https://github.com/aws/aws-sdk-java,https://api.github.com/repos/aws/aws-sdk-java,com.amazonaws:aws-java-sdk-s3:1.12.261
spring-cloud/spring-cloud-openfeign,spring-cloud,spring-cloud-openfeign,0,org.springframework.cloud:spring-cloud-openfeign-core,org.springframework.cloud,spring-cloud-openfeign-core,CVE-2021-22044,HIGH,True,2022-05-24T19:19:03Z,-72912373000,2.2.0.RELEASE,1574763217000,2019-11-26,3.0.4,1632235083000,2021-09-21,2.1.5.RELEASE,1580507570000.0,2020-01-31,4.1.3,GHSA-pf94-6v2v-cm3j,CVE-2021-22044,https://github.com/spring-cloud/spring-cloud-openfeign/spring-cloud-openfeign-core,https://github.com/spring-cloud/spring-cloud-openfeign,https://api.github.com/repos/spring-cloud/spring-cloud-openfeign,org.springframework.cloud:spring-cloud-openfeign-core:2.1.5.RELEASE
typelevel/grackle,typelevel,grackle,0,org.typelevel:grackle-core_native0.4_3,org.typelevel,grackle-core_native0.4_3,CVE-2023-50730,HIGH,True,2023-12-18T23:26:52Z,-9582000,0.15.0,1697120027000,2023-10-12,0.17.2,1702634202000,2023-12-15,0.18.0,1702932430000.0,2023-12-18,0.20.0,GHSA-g56x-7j6w-g8r8,CVE-2023-50730,https://github.com/typelevel/grackle,https://github.com/typelevel/grackle,https://api.github.com/repos/typelevel/grackle,org.typelevel:grackle-core_native0.4_3:0.18.0
typelevel/grackle,typelevel,grackle,0,org.typelevel:grackle-core_sjs1_3,org.typelevel,grackle-core_sjs1_3,CVE-2023-50730,HIGH,True,2023-12-18T23:26:52Z,-9575000,0.15.0,1697120029000,2023-10-12,0.17.2,1702634206000,2023-12-15,0.18.0,1702932437000.0,2023-12-18,0.20.0,GHSA-g56x-7j6w-g8r8,CVE-2023-50730,https://github.com/typelevel/grackle,https://github.com/typelevel/grackle,https://api.github.com/repos/typelevel/grackle,org.typelevel:grackle-core_sjs1_3:0.18.0
typelevel/grackle,typelevel,grackle,0,org.typelevel:grackle-core_2.13,org.typelevel,grackle-core_2.13,CVE-2023-50730,HIGH,True,2023-12-18T23:26:52Z,-9547000,0.15.0,1697120028000,2023-10-12,0.17.2,1702634202000,2023-12-15,0.18.0,1702932465000.0,2023-12-18,0.20.0,GHSA-g56x-7j6w-g8r8,CVE-2023-50730,https://github.com/typelevel/grackle,https://github.com/typelevel/grackle,https://api.github.com/repos/typelevel/grackle,org.typelevel:grackle-core_2.13:0.18.0
typelevel/grackle,typelevel,grackle,0,org.typelevel:grackle-core_sjs1_2.13,org.typelevel,grackle-core_sjs1_2.13,CVE-2023-50730,HIGH,True,2023-12-18T23:26:52Z,-9581000,0.15.0,1697120028000,2023-10-12,0.17.2,1702634204000,2023-12-15,0.18.0,1702932431000.0,2023-12-18,0.20.0,GHSA-g56x-7j6w-g8r8,CVE-2023-50730,https://github.com/typelevel/grackle,https://github.com/typelevel/grackle,https://api.github.com/repos/typelevel/grackle,org.typelevel:grackle-core_sjs1_2.13:0.18.0
typelevel/grackle,typelevel,grackle,0,org.typelevel:grackle-core_native0.4_2.13,org.typelevel,grackle-core_native0.4_2.13,CVE-2023-50730,HIGH,True,2023-12-18T23:26:52Z,-9579000,0.15.0,1697120028000,2023-10-12,0.17.2,1702634203000,2023-12-15,0.18.0,1702932433000.0,2023-12-18,0.20.0,GHSA-g56x-7j6w-g8r8,CVE-2023-50730,https://github.com/typelevel/grackle,https://github.com/typelevel/grackle,https://api.github.com/repos/typelevel/grackle,org.typelevel:grackle-core_native0.4_2.13:0.18.0
typelevel/grackle,typelevel,grackle,0,org.typelevel:grackle-core_3,org.typelevel,grackle-core_3,CVE-2023-50730,HIGH,True,2023-12-18T23:26:52Z,-9567000,0.15.0,1697120028000,2023-10-12,0.17.2,1702634206000,2023-12-15,0.18.0,1702932445000.0,2023-12-18,0.20.0,GHSA-g56x-7j6w-g8r8,CVE-2023-50730,https://github.com/typelevel/grackle,https://github.com/typelevel/grackle,https://api.github.com/repos/typelevel/grackle,org.typelevel:grackle-core_3:0.18.0
webjars/swagger-ui,webjars,swagger-ui,1,org.webjars:swagger-ui,org.webjars,swagger-ui,CVE-2019-17495,CRITICAL,True,2019-10-15T19:27:05Z,155217000,2.0.12,1394305411000,2014-03-08,3.23.8,1567888804000,2019-09-07,3.23.11,1571322842000.0,2019-10-17,5.17.6,GHSA-c427-hjc3-wrfw,CVE-2019-17495,http://github.com/webjars/swagger-ui,https://github.com/webjars/swagger-ui,https://api.github.com/repos/webjars/swagger-ui,org.webjars:swagger-ui:3.23.11
snowflakedb/snowflake-jdbc,snowflakedb,snowflake-jdbc,0,net.snowflake:snowflake-jdbc,net.snowflake,snowflake-jdbc,CVE-2023-30535,HIGH,True,2023-04-14T18:28:58Z,-2408646000,2.8.0,1474655011000,2016-09-23,3.13.28,1677189607000,2023-02-23,3.13.29,1679088292000.0,2023-03-17,3.18.0,GHSA-4g3j-c4wg-6j7x,CVE-2023-30535,http://github.com/snowflakedb/snowflake-jdbc/tree/master,https://github.com/snowflakedb/snowflake-jdbc,https://api.github.com/repos/snowflakedb/snowflake-jdbc,net.snowflake:snowflake-jdbc:3.13.29
snowflakedb/snowflake-jdbc,snowflakedb,snowflake-jdbc,2,net.snowflake:snowflake-jdbc,net.snowflake,snowflake-jdbc,CVE-2024-43382,MODERATE,False,2024-10-30T14:37:53Z,566273069,3.2.6,1506623021000,2017-09-28,3.18.0,1721850376000,2024-07-24,,,,3.18.0,GHSA-f686-hw9c-xw9c,CVE-2024-43382,http://github.com/snowflakedb/snowflake-jdbc/tree/master,https://github.com/snowflakedb/snowflake-jdbc,https://api.github.com/repos/snowflakedb/snowflake-jdbc,
vaadin/vaadin,vaadin,vaadin,0,com.vaadin:vaadin-server,com.vaadin,vaadin-server,CVE-2019-25028,MODERATE,True,2021-04-19T14:49:48Z,-56859840000,7.4.0,1424260530000,2015-02-18,8.8.4,1561469388000,2019-06-25,8.8.5,1561983948000.0,2019-07-01,7.7.44,GHSA-q74r-4xw3-ppx9,CVE-2019-25028,https://github.com/vaadin/vaadin,https://github.com/vaadin/vaadin,https://api.github.com/repos/vaadin/vaadin,com.vaadin:vaadin-server:8.8.5
vaadin/vaadin,vaadin,vaadin,0,com.vaadin:vaadin-bom,com.vaadin,vaadin-bom,CVE-2020-36320,HIGH,True,2021-04-19T14:49:32Z,-131250337000,7.4.0,1427456554000,2015-03-27,7.7.17,1552292926000,2019-03-11,8.0.0,1487593435000.0,2017-02-20,24.4.10,GHSA-42j4-733x-5vcf,CVE-2020-36320,https://github.com/vaadin/vaadin,https://github.com/vaadin/vaadin,https://api.github.com/repos/vaadin/vaadin,com.vaadin:vaadin-bom:8.0.0
vaadin/vaadin,vaadin,vaadin,0,com.vaadin:vaadin-bom,com.vaadin,vaadin-bom,CVE-2021-31403,MODERATE,True,2021-04-19T14:51:06Z,-88926879000,7.4.0,1427456554000,2015-03-27,8.12.2,1611730633000,2021-01-26,10.0.0,1529916987000.0,2018-06-25,24.4.10,GHSA-75xc-qvxh-27f8,CVE-2021-31403,https://github.com/vaadin/vaadin,https://github.com/vaadin/vaadin,https://api.github.com/repos/vaadin/vaadin,com.vaadin:vaadin-bom:10.0.0
vaadin/vaadin,vaadin,vaadin,0,com.vaadin:vaadin-bom,com.vaadin,vaadin-bom,CVE-2019-25028,MODERATE,True,2021-04-19T14:49:48Z,-88926801000,7.4.0,1427456554000,2015-03-27,8.8.4,1561469494000,2019-06-25,10.0.0,1529916987000.0,2018-06-25,24.4.10,GHSA-q74r-4xw3-ppx9,CVE-2019-25028,https://github.com/vaadin/vaadin,https://github.com/vaadin/vaadin,https://api.github.com/repos/vaadin/vaadin,com.vaadin:vaadin-bom:10.0.0
micronaut-projects/micronaut-security,micronaut-projects,micronaut-security,0,io.micronaut.security:micronaut-security-oauth2,io.micronaut.security,micronaut-security-oauth2,CVE-2023-36820,MODERATE,True,2023-10-05T20:55:14Z,-16596819000,3.1.0,1633520931000,2021-10-06,3.4.2,1687942064000,2023-06-28,4.0.0-M1,1679942495000.0,2023-03-27,4.10.0,GHSA-qw22-8w9r-864h,CVE-2023-36820,scm:git@github.com:micronaut-projects/micronaut-security.git,https://github.com/micronaut-projects/micronaut-security,https://api.github.com/repos/micronaut-projects/micronaut-security,io.micronaut.security:micronaut-security-oauth2:4.0.0-M1
webauthn4j/webauthn4j-spring-security,webauthn4j,webauthn4j-spring-security,0,com.webauthn4j:webauthn4j-spring-security-core,com.webauthn4j,webauthn4j-spring-security-core,CVE-2023-45669,MODERATE,True,2023-10-17T13:23:20Z,-81097000,0.7.0.RELEASE,1598885905000,2020-08-31,0.9.0.RELEASE,1679236256000,2023-03-19,0.9.1.RELEASE,1697467903000.0,2023-10-16,0.10.0.RELEASE,GHSA-v9hx-v6vf-g36j,CVE-2023-45669,https://github.com/webauthn4j/webauthn4j-spring-security,https://github.com/webauthn4j/webauthn4j-spring-security,https://api.github.com/repos/webauthn4j/webauthn4j-spring-security,com.webauthn4j:webauthn4j-spring-security-core:0.9.1.RELEASE
yahoo/elide,yahoo,elide,0,com.yahoo.elide:elide-core,com.yahoo.elide,elide-core,CVE-2020-5289,HIGH,True,2020-03-30T20:09:58Z,-354545000,1.0.0.1,1445286390000,2015-10-19,4.5.13,1581813842000,2020-02-15,4.5.14,1585244453000.0,2020-03-26,7.1.0,GHSA-2mxr-89gf-rc4v,CVE-2020-5289,https://github.com/yahoo/elide.git,https://github.com/yahoo/elide,https://api.github.com/repos/yahoo/elide,com.yahoo.elide:elide-core:4.5.14
yahoo/elide,yahoo,elide,0,com.yahoo.elide:elide-datastore-aggregation,com.yahoo.elide,elide-datastore-aggregation,CVE-2022-24827,HIGH,True,2022-04-08T22:43:17Z,-96013000,6.1.3,1648753757000,2022-03-31,6.1.3,1648753757000,2022-03-31,6.1.4,1649361784000.0,2022-04-07,7.1.0,GHSA-8xpj-9j9g-fc9r,CVE-2022-24827,https://github.com/yahoo/elide.git,https://github.com/yahoo/elide,https://api.github.com/repos/yahoo/elide,com.yahoo.elide:elide-datastore-aggregation:6.1.4
spring-cloud/spring-cloud-netflix,spring-cloud,spring-cloud-netflix,0,org.springframework.cloud:spring-cloud-netflix,org.springframework.cloud,spring-cloud-netflix,CVE-2020-5412,MODERATE,True,2021-04-30T17:29:42Z,-68953831000,2.1.0.RELEASE,1548180692000,2019-01-22,2.2.3.RELEASE,1590687279000,2020-05-28,2.0.3.RELEASE,1550849951000.0,2019-02-22,4.1.3,GHSA-qgcg-p3v2-9h4p,CVE-2020-5412,https://github.com/spring-cloud/spring-cloud-netflix,https://github.com/spring-cloud/spring-cloud-netflix,https://api.github.com/repos/spring-cloud/spring-cloud-netflix,org.springframework.cloud:spring-cloud-netflix:2.0.3.RELEASE
aws/amazon-redshift-jdbc-driver,aws,amazon-redshift-jdbc-driver,0,com.amazon.redshift:redshift-jdbc42,com.amazon.redshift,redshift-jdbc42,CVE-2022-41828,HIGH,True,2022-10-12T18:23:36Z,-10858590000,2.0.0.3,1615242212000,2021-03-08,2.1.0.7,1651713718000,2022-05-04,2.1.0.8,1654740426000.0,2022-06-08,2.1.0.30,GHSA-jc69-hjw2-fm86,CVE-2022-41828,https://github.com/aws/amazon-redshift-jdbc-driver,https://github.com/aws/amazon-redshift-jdbc-driver,https://api.github.com/repos/aws/amazon-redshift-jdbc-driver,com.amazon.redshift:redshift-jdbc42:2.1.0.8
aws/amazon-redshift-jdbc-driver,aws,amazon-redshift-jdbc-driver,0,com.amazon.redshift:redshift-jdbc42,com.amazon.redshift,redshift-jdbc42,BIT-postgresql-jdbc-driver-2024-1597,CRITICAL,True,2024-05-15T17:10:49Z,-65607000,2.0.0.3,1615242212000,2021-03-08,2.1.0.27,1715117453000,2024-05-07,2.1.0.28,1715727442000.0,2024-05-14,2.1.0.30,GHSA-x3wm-hffr-chwm,"BIT-postgresql-jdbc-driver-2024-1597, CGA-5cmg-w6mr-wx73, CGA-pp92-9wg6-xwgx, CVE-2024-1597, CVE-2024-32888, GHSA-24rp-q3w6-vc56, GHSA-xfg6-62px-cxc2",https://github.com/aws/amazon-redshift-jdbc-driver,https://github.com/aws/amazon-redshift-jdbc-driver,https://api.github.com/repos/aws/amazon-redshift-jdbc-driver,com.amazon.redshift:redshift-jdbc42:2.1.0.28
OpenRefine/OpenRefine,OpenRefine,OpenRefine,2,org.openrefine:main,org.openrefine,main,CVE-2024-47879,HIGH,False,2024-10-24T17:58:53Z,1074260959,3.6-beta1,1654545024000,2022-06-06,3.8.2,1720461273000,2024-07-08,,,,3.8.2,GHSA-3jm4-c6qf-jrh3,CVE-2024-47879,http://github.com/OpenRefine/OpenRefine,https://github.com/OpenRefine/OpenRefine,https://api.github.com/repos/OpenRefine/OpenRefine,
